docid	allcopiesofwork	author	authordate	category	copiesin25yrs	enumcron	firstpub	gender	genres	hathiadvent	imprint	inferreddate	latestcomp	nationality	pseudonym	realname	shorttitle	subjects
nyp.33433082284054	1			shortfiction	1		1845.0	u	Fiction	contemporary	New York;J.C. Riker;1845.	1845	1845				The Hawthorn : a Christmas and New Year's present.  MDCCCXLV	Gift books
uc1.32106000245727	2	King, Alexander	1900-1965.	notfiction	2		1961.0	m	NotFiction	contemporary	New York|Simon and Schuster|1961.	1961	1961				I should have kissed her more	
inu.39000005640151	1	Kellett, E. E. (Ernest Edward)	1864-1950.	longfiction	1		1930.0	m	NotFiction	contemporary	London|Constable|1930.	1930	1930	uk			The conflict : a saga of the seventh century	
mdp.39015053616549	3	Morrow, James	1947-	longfiction	3		1981.0	m	Fiction|NotFiction	contemporary	New York|Holt, Rinehart and Winston|1981.	1981	1981	us			The wine of violence	
uc1.$b300883	1	Hitchens, Dolores	1907-1973.	longfiction	1		1942.0	f	Fiction	contemporary	Garden City, N.Y.|Published for the Crime Club by Doubleday|c1942.	1942	1942	us			The alarm of the black cat	
nyp.33433074911300	3	Summersett, Henry	1774-	novel	3	v. 1		m	Fiction	contemporary	London; R. Dutton; 1801.	1801	1801	uk			Martyn of Fenrose; or, The wizard and the sword. A romance	English fiction
nyp.33433074954953	4	Cullen, Margaret		novel	4	v. 2		f	Fiction	contemporary	London; J. Mawman; 1802.	1802	1802	uk			Home. A novel	
uiuo.ark+=13960=t80k31t81	3	West	1758-1852	novel	3	v.3		f		contemporary	London;Printed by A. Strahan, for T.N. Longman and O. Rees;1802.	1802	1802	uk		West, Jane	The infidel father	
hvd.hn2tpv	4	Hunter, Rachel	1754-1813.	novel	4	v.3		f	NotFiction	contemporary	London;Printed for W. Robberds, Norwich; sold by Longman and Rees;1803.	1803	1803	uk			Letters from Mrs. Palmerstone to her daughter;  inculcating morality by entertaining narratives	
uc1.b248232	2		1761-1809	novel	2			m		contemporary	London;Printed and Published by A. Neil;1804. 	1804	1804	uk		Glasse, George Henry	The affecting history of Louisa	Chapbooks
uiuo.ark+=13960=t1pg2cj2j	13	Edgeworth, Maria	1767-1849.	juvenile	6	v.1	1800.0	f	Fiction|NotFiction	contemporary	London;Printed for J. Johnson, St. Paul's Church-yard, by C. Mercier and Co.;1804.	1804	1804	uk			Popular tales	Juvenile literature|X823ED3PO|Children's stories, English|Conduct of life
nyp.33433074915137	11	Morgan, (Sydney), Lady	1781-1859.	novel	11	v. 3		f		contemporary	London;Printed for R. Phillips;1806.	1806	1806	ir			The novice of Saint Dominick	London|NotFiction|England|Fiction|Novels
uiuo.ark+=13960=t14m9ft6z	4	Bennett	1750-1808	novel	4	v.1		f		contemporary	London;Printed at the Minerva Press, for Lane, Newman, and Co.;1806.	1806	1806	uk		Bennett, Anna Maria	Vicissitudes abroad;	
uiuo.ark+=13960=t9s18bv5j	4	Frances, Sophia L		novel	4	v.3		f		contemporary	London;Printed at the Minerva Press, for Lane, Newman;1806.	1806	1806				Vivonio, or, The hour of retribution	
uiuo.ark+=13960=t63498m8d	5	Roche, Regina Maria	1764-1845.	novel	5	v.2		f		contemporary	London;Printed at the Minerva Press, for Lane, Newman, and Co.;1807.	1807	1807	uk			The discarded son;	
nyp.33433074917851	9	Carter, Elizabeth	1717-1806.	nonfic	9	v. 2		f	London|NotFiction|England|ContainsBiogMaterial|Publishers' advertisments	contemporary	London;F. C. and J. Rivington;1809.	1809	1806				A series of letters between Mrs. Elizabeth Carter and Miss Catherine Talbot, from the year 1741 to 1770 : to which are added, Letters from Mrs. Elizabeth Carter to Mrs. Vesey, between the years 1763 and 1787 : published from the original manuscripts in the posession of the Rev. Montagu Pennington	Vesey, Elizabeth Vesey|1715?-1791|Carter, Elizabeth|1717-1806|1721-1770|Correspondence|Talbot, Catherine
pst.000006711085	21	Roche, Regina Maria	1764?-1845.	novel	16	v.2	1796.0	f	Fiction|UnknownGenre|NotFiction	contemporary	London;Newman;1810.	1810	1810	uk			The children of the abbey : a tale	
nyp.33433075840201	2	Pigault-Lebrun	1753-1835.	novel	2	v. 2	1795.0	m	Fiction	contemporary	New York;Printed for J. Brannan;1810.	1810	1810	fr	Pigault-Lebrun	de l’Espinoy, Charles-Antoine-Guillaume-Pigault	My Uncle Thomas : a romance	
njp.32101069157384	3	Madame Cottin, (Sophie)	1770-1807.	novel	3	v.4	1800.0	f	NotFiction	contemporary	London;Chapple;1810.	1810	1807	fr			Malvina	
uiuo.ark+=13960=t0ms4br6q	3	Holstein, Anthony Frederick		novel	3	v.2		m		contemporary	London;Printed at the Minerva-Press, for A.K. Newmann;1811.	1811	1811	uk	Holstein, Anthony Frederick		The inhabitants of Earth, or, The follies of woman	
mdp.39015063977196	4	Stuart, Augusta Amelia		novel	4	v.4		f	Fiction	contemporary	London;A. K. Newman and co.;1812.	1812	1812				Cava of Toledo; or, The Gothic princess. A romance	
njp.32101066755073	13	Burney, Sarah Harriet	1772-1844.	novel	13	vol.4		f	Fiction|NotFiction	contemporary	London;Printed for H.Colburn;1812.	1812	1812	uk			Traits of nature	
nyp.33433075729909	5	Edgeworth, Maria	1767-1849.	shortstories	5	v. 2		f	Juvenile audience|NotFiction|Fiction	contemporary	Poughkeepsie;Printed by Paraclete Potter;1813.	1813	1813	uk			Murad the unlucky. The manufacturers. The contrast. The grateful Negro. To-morrow	English fiction
uiuo.ark+=13960=t7qn6n28p	4	Kelly, Isabella	1759-1857	novel	4	v.4		f		contemporary	London;J. Souter, sold by Mr. Mozley;1813.	1813	1813	uk			Jane de Dunstanville, or, Characters as they are	
njp.32101068177995	8	Hervey, Elizabeth	1748-1820	novel	8	vol.2		f	Fiction	contemporary	London;Printed for H.Colburn;1814.	1814	1814	uk			Amabel; or, Memoirs of a woman of fashion	
nyp.33433074919659	12	Williams, William	1717-1791.	novel	12	v. 2		m	NotFiction	contemporary	London;J. Murray;1815.	1815	1791	uk			The journal of Llewellin Penrose, a seaman	Eagles, John|ed|1783-1855
nyp.33433067303846	9	Mathers, John	1783-1855	novel	7	v. 1		m	Fiction	contemporary	Boston;Printed and published by Wells and Lilly;1815.	1815	1815	uk			The history of Mr. John Decastro and his brother Bat, commonly called Old Crab	English fiction
uiuo.ark+=13960=t4cn7c75m	3	Algernon		novel	3	v.1		u		contemporary	London;J. Johnston;1815.	1815	1815		Algernon		The royal wanderer, or, The exile of England	
uiuo.ark+=13960=t8z89vv9r	26	Scott, Walter, Sir	1771-1832.	novel	26	v.4		m	Fiction|NotFiction	contemporary	Edinburgh;W. Blackwood;London;J. Murray;1816.	1816	1816	uk			Tales of my landlord	Scottish authors|Scotland|Jacobites|English fiction|Fiction|Covenanters
uc1.b4104602	7	Ross, Mrs	d. 1892.	novel	7	v.2		f	Fiction	contemporary	London;Printed at the Minerva Press for A. K. Newman;1817.	1817	1817	uk			The balance of comfort, or, The old maid and married woman : a novel	
uiuo.ark+=13960=t4pk0nx1d	3	Brown, Thomas		novel	3	v.3		m		contemporary	London;Printed for the author [B. Clarke, printer;1818.	1818	1818	uk			Bath	Fiction|Bath (England)
uiuo.ark+=13960=t6543bw1s	3	Smith, Charlotte Turner	1749-1806.	novel	3	v.2		f		contemporary	London;Printed for W. Wright;1821.	1821	1806	uk			The republican’s mistress	
njp.32101067640746	4	Moore, Alicia Radford	1790-1873	novel	4	v.3		f	Fiction	contemporary	London;Baldwin, Cradock, and Joy;1821.	1821	1821	uk			The sisters: a novel, in four volumes	
hvd.hwp4r8	15	Ward, R. Plumer (Robert Plumer)	1765-1846.	novel	15	3		m	Fiction	contemporary	Philadelphia;E. Littell ...;1825.	1825	1825	uk			Tremaine, or, The man of refinement. In three volumes	
uc2.ark+=13960=t6057h16c	2	Llanos Guti??rrez, Valent?_n	c. 1773-1833	novel	2	v.1		m		contemporary	London;H. Colburn;1826.	1826	1826	es		Llanos Gutiérrez, Valentín	Sandoval	
uiuo.ark+=13960=t39z9dz6w	3	Battersby, John		novel	3	v.3		m		contemporary	London;Printed by J. Mallett and sold by J. Wallis;1826.	1826	1826				Tell-tale Sophas	
uc2.ark+=13960=t7jq0zj72	6	Burdett, C. D, Mrs	1784-1861	novel	6	v.0001		f	Fiction	contemporary	London;H. Colburn;1827.	1827	1827	uk		Burdett, Catherine Dorothea	English fashionables abroad	
njp.32101068972866	2	Lauder, Thomas Dick, Sir	1784-1848.	novel	2	vol.2		m	Fiction	contemporary	Edinburgh|Printed for Cadell|1827.	1827	1827	uk			The Wolfe of Badenoch : a historical romance of the fourteenth century	
uc2.ark+=13960=t8sb40478	13	Banim, John	1798-1842.	novel	9	v.1		m	Bibliographies|Fiction	contemporary	London;H. Colburn;1828.	1828	1828	ir			The Anglo-Irish of the nineteenth century	Ireland|Fiction|British|Fiction|History|Social life and customs|19th century
uc2.ark+=13960=t3cz3724j	2	Normanby, Constantine Henry Phipps	1797-1863	novel	2	v.1		m		contemporary	London;H. Colburn;1828.	1828	1828	uk			Yes and no	
njp.32101067707628	6	Beazley, Samuel	1786-1851.	novel	6	vol.1		m	Fiction|NotFiction	contemporary	London;H. Colburn;1828.	1828	1828	uk			The roué	Lytton, Edward Bulwer Lytton|1803-1873|supposed author|Baron
uiuo.ark+=13960=t1hh6x30p	2	Gore	1798-1861	novel	2	v.1		f		contemporary	London;H. Colburn;1829.	1829	1829	uk		Gore, Catherine Grace Frances	Romances of real life	
uiuo.ark+=13960=t99605q13	2			novel	2	v.3		u		contemporary	London;H. Colburn, New Burlington Street;1829.	1829	1829				The School of fashion	823SCH65
hvd.32044012556544	3	Leggett, William	1801-1839.	novel	3			m	Fiction|NotFiction	contemporary	New York;Harper;1829.	1829	1829	us			Tales and sketches	
nyp.33433074964598	9	Banim, John	1798-1842.	novel	9	v. 2		m	Fiction	contemporary	New York;Printed by J. & J. Harper;1830.	1830	1830	ir			The denounced	
mdp.39015031644431	10	Hook, Theodore Edward	1788-1841.	novel	10	v.3		m	Fiction	contemporary	London;H. Colburn and R. Bentley;1830.	1830	1830	uk			Maxwell	English fiction
nyp.33433075764427	5	Warren, Samuel	1807-1877.	nonfic	5	v. 1		m	Fiction|NotFiction	contemporary	New York;J. & J. Harper;1831.	1831	1831				Affecting scenes : being passages from the diary of a physician	
uc2.ark+=13960=t3610xr39	4	Morier, James Justinian	1780?-1849.	novel	4	v.1		m		contemporary	London;R. Bentley;1832.	1832	1832	uk			Zohrab	
nyp.33433076052749	4	Taylor, Jane	1783-1824.	juvenile	4	v. 3		f	NotFiction	contemporary	Boston;Perkins & Marvin;1832.	1832	1824	uk			The writings of Jane Taylor	English literature
uiuo.ark+=13960=t5v70147x	4	James, G. P. R. (George Payne Rainsford)	1801?-1860.	novel	4	v.2		m	Fiction|NotFiction	contemporary	London;R. Bentley;1832.	1832	1832	uk			The string of pearls	
uc2.ark+=13960=t6445pn55	9	Morier, James Justinian	1780?-1849.	novel	9	v.01		m	Fiction	contemporary	London;R. Bentley;1834.	1834	1834	uk			Ayesha, the maid of Kars	
nyp.33433076094352	2	Knapp, Samuel L. (Samuel Lorenzo)	1783-1838.	novel	2			m	Fiction	contemporary	New York;Printed by West & Trow;1834.	1834	1834	us		Knapp, Samuel Lorenzo	Tales of the garden of Kosciusko	American fiction
mdp.39015063560430	10	Howitt, Mary Botham	1799-1888.	novel	10	v.2		f	Fiction|NotFiction	contemporary	London;R. Bentley;1836.	1836	1836	uk			Wood Leighton : or, A year in the country	
uc1.b3324315	6	Hall, S. C., Mrs	1800-1881.	novel	6	v. 1		f	Fiction	contemporary	London;H. Colburn;1837.	1837	1837	ir	Hall, Mrs. S.C.	Hall, Anna Maria	Uncle Horace : a novel	Irish fiction
hvd.32044090343690	3	Gore, (Catherine Grace Frances), Mrs	1799-1861.	shortstories	3	v.3		f	Fiction	contemporary	London;H. Colburn;1838.	1838	1838	us		Gore, Catherine Grace Frances	Mary Raymond, and other tales	
uiuo.ark+=13960=t2w38bv57	3	Pickering, Ellen	d. 1843.	novel	3	v.2		f		contemporary	London;T. & W. Boone;1840.	1840	1840	uk			Who shall be heir?	823P585W
nyp.33433067347041	3	Ingemann, Bernhard Severin	1789-1862.	novel	3	v. 1	1833.0	m	Fiction	contemporary	London;Longman, Brown, Green, & Longmans;1843.	1843	1843	da			King Eric and the outlaws, or, The throne, the church, and the people : in the thirteenth century	History|Fiction|Erik Menved, 1286-1319
uiuo.ark+=13960=t2q53050z	3	Gore	1798-1861	novel	3	v.2	1841.0	f		contemporary	London;Richard Bentley;1843.	1843	1843	uk		Gore, Catherine Grace Frances	Cecil, or, The adventures of a coxcomb	823G66CE1843
uiuo.ark+=13960=t3320j74x	4	Lever, Charles James	1806-1872.	novel	3	v.2		m	NotFiction	contemporary	London;Henry Colburn;1844.	1844	1844	ir			Arthur O'Leary	
uiuo.ark+=13960=t15m6j33h	3	Colquhoun, Katharine	1787-1871	novel	3	v.1		f		contemporary	London;T.C. Newby;1844.	1844	1844	uk			Maurice, the Elector of Saxony	Saxony (Germany)|1423-1815|Elector of Saxony|Fiction|1521-1553|History|Maurice
uc1.b3321966	3	Cobbold, Richard	1797-1877.	novel	3	v.1	1845.0	m		contemporary	London;H. Colburn;1846.	1846	1846	uk			Mary Anne Wellington : the soldier's daughter, wife and widow	Fiction
uiuo.ark+=13960=t8sb4r697	3	Wallace, Ellen	1816-1894	novel	3	v.2		f		contemporary	London;R. Bentley;1846.	1846	1846	uk			Margaret Capel	
uiuo.ark+=13960=t3320hb6t	3	North, William	1825-1854	novel	3	v.2	1845.0	m		contemporary	London;T.C. Newby;1847.	1847	1847	uk			The impostor, or, Born without a conscience	
uc2.ark+=13960=t6xw48g2v	5	Myers, P. Hamilton (Peter Hamilton)	1812-1878.	novel	5			m	Fiction	contemporary	New York;G. P. Putnam; [etc., etc.;1848.	1848	1848	uk		Myers, Peter Hamilton	The first of the Knickerbockers: a tale of 1673	Fiction|New York (State)|History|Colonial period, ca. 1600-1775
nyp.33433074930037	23	Brontë, Anne	1820-1849.	novel	2			f	Domestic fiction|ContainsBiogMaterial|NotFiction|Bibliographies|Fiction|UnknownGenre	contemporary	New York;Harper & brothers;1848.	1848	1848	uk			The tenant of Wildfell Hall	Married women|19th century|English fiction|England|Fiction|Social life and customs|Fiction|Landlord and tenant|Social life and customs|Alcoholics|Alcoholism
uiuo.ark+=13960=t3kw5sm3s	7	Grant, James	1822-1887.	novel	6	v.2		m	Fiction	contemporary	London;Smith, Elder;1848.	1848	1848	uk			Adventures of an aide-de-camp, or A campaign in Calabria	
uiuo.ark+=13960=t50g48273	6	Paton, A. A	1811-1874	novel	6	v.3		m		contemporary	London;Bentley;1851.	1851	1851	uk		Paton, Andrew Archibald	The mamelukes	
uiuo.ark+=13960=t19k51v83	41	Dickens, Charles	1812-1870.	novel	12	v.3		m	Legal stories|NotFiction|Bibliographies|Fiction|Bildungsromans|Didactic fiction|Domestic fiction|ContainsBiogMaterial	contemporary	Leipzig;Bernh. Tauchnitz Jun.;1852-1853.	1852	1852	uk			Bleak house	Illegitimate children|Dickens, Charles|Inheritance and succession|Fiction|London (England)|Social problems|Young women|Guardian and ward|1812-1870
njp.32101068178688	2	Herbert, Henry William	1807-1858.	novel	2			m	Fiction	contemporary	New York;Redfield;1853.	1853	1853	uk			The chevaliers of France, from the crusaders to the marechals of Louis XIV	Fiction|History
uc2.ark+=13960=t08w3hh7p	2	Paul, Howard	1835-1905.	shortstories	2			m		contemporary	New York;Garrett & co.;1853.	1853	1853				Dashes of American humor	
mdp.39015059378540	10	Yonge, Charlotte M. (Charlotte Mary)	1823-1901.	novel	8	v.1		f	Fiction|NotFiction	contemporary	London;J. W. Parker and son;1854.	1854	1854	uk		Yonge, Charlotte Mary	Heartsease; or, the brother's wife	
nyp.33433073355830	2	Gogolʹ, Nikolaĭ Vasilʹevich	1809-1852.	novel	2	v. 2.		m	Fiction	contemporary	London;Hurst and Blackett, Publishers;1854.	1854	1852	ukr		Gogol, Nikolai Vasilievich	Home life in Russia	Fiction|1533-1917|Social life and customs
uiuo.ark+=13960=t3nw02p9m	2	Ponsonby, Emily	1817-1877	novel	2	v.1		f		contemporary	London;Hurst and Blackett;1856.	1856	1856	uk			The young Lord	
uiuo.ark+=13960=t3tt56p15	4	Lee, Holme	1828-1900.	novel	4	v.3		f	Fiction	contemporary	London;Smith, Elder;1859.	1859	1859	uk	Lee, Holme	Parr, Harriet	Against wind and tide	American fiction
mdp.39015063543824	2	Brough, Robert B. (Robert Barnabas)	1828-1860.	novel	2	v.1		m	Fiction	contemporary	London;W. Kent & co.;1860.	1860	1860	ir			Which is which? or, Miles Cassidy's contract. A picture story	
uc2.ark+=13960=t5n87479m	2	Robbins, Sarah Stuart, Mrs	1817-1910.	novel	2			f	NotFiction	contemporary	New York;R. Carter;1868, c1860.	1860	1860	us			Win and wear	
uiuo.ark+=13960=t0ht34m31	4	Jolly, Emily	1834-1917	novel	4	v.2		f	Fiction	contemporary	London;Hurst and Blackett;1860.	1860	1860	uk			Bond and free	English fiction|Fiction, English
njp.32101068971058	7	Kavanagh, Julia	1824-1877.	novel	7	vol.3		f	Fiction	contemporary	London;Hurst and Blackett;1860.	1860	1860	ir			Seven years, and other tales	
uiuo.ark+=13960=t5v69sj03	4	Dawson, Flora	1806-1876.	novel	4	v.1		f		contemporary	London;R. Bentley;1864.	1864	1864				Princes, public men, and pretty women	
njp.32101068176609	3	Chamberlain, N. H. (Nathan Henry)	1828-1901.	novel	3			m	NotFiction	contemporary	New York;Carleton;1865.	1865	1865	us			The autobiography of a New England farm-house; a book	
nyp.33433075727382	5	Fitzgerald, Percy Hetherington	1834-1925.	novel	5	v. 2		m	Fiction	contemporary	London;Chapman and Hall;1865.	1865	1865	ir			Never forgotten	
uiuo.ark+=13960=t6g16kp69	5	Lawrence, George A. (George Alfred)	1827-1876.	novel	5	v.3		m	Fiction	contemporary	London;Tinsley Brothers;1866.	1866	1866	uk			Sans merci; or, Kestrels and falcons	English fiction
ncs1.ark+=13960=t7vm4kg7w	2	Paludan-Müller, Frederik	1809-1876	novel	2	1867		m	Fiction	contemporary	London;Macmillan and Co.;1867;(London;R. Clay, Son, and Taylor)	1867	1867	da			The fountain of youth	Mexico|Battles|Adventure stories|Inquisition|Juvenile fiction|Hermits|Knights and knighthood|Love stories|Fountain of youth (Legendary place)|Conquest, 1519-1540|History
uiuo.ark+=13960=t7tm7kz9z	3	Fullom, S. W	1816-1872	novel	3	v.3		m	R. Bentley	contemporary	London;R. Bentley;1868.	1868	1868	uk			Time will tell	
njp.32101066458710	3	Ellis, Sarah Stickney	1799-1872.	novel	3	v.1		f	NotFiction	contemporary	London;Hurst;1868.	1868	1868	uk			Northern roses : a Yorkshire story	
uc1.b111410	2	Arthur, T. S. (Timothy Shay)	1809-1885.	novel	2			m		contemporary	Philadelphia;J.M. Stoddart & co.;New York;W. Gibson, jr.;c1871	1871	1871	us		Arthur, Timothy Shay	Orange blossoms, fresh and faded	
uiuo.ark+=13960=t2t44bz9q	3	Walmsley, Hugh Mulleneux	1826-1879	novel	3	v.3		m		contemporary	London;R. Bentley;1871.	1871	1871				The life guardsman	
uc1.b3125218	2	Guernsey, Lucy Ellen	1826-1899.	novel	2			f	Fiction	contemporary	New York;T. Whittaker;1874	1874	1874	us			Lady Rosamond's book, being the second part of the Stanton-Corbet chronicles	
uiuo.ark+=13960=t20c5g68c	5	Helps, Arthur, Sir	1813-1875.	novel	5	v.1	1873.0	m		contemporary	London;W. Isbister;1874.	1874	1874	uk			Ivan de Biron	Fiction|Court and courtiers|Soviet Union
nyp.33433076092190	36	Eliot, George	1819-1880.	novel	26	v. 7 (Middlemarch, no. 2)	1871.0	f	Autobiography|NotFiction|Pastoral fiction|Fiction|UnknownGenre	contemporary	New York;Harper;1876.	1876	1876	uk	Eliot, George	Evans, Mary Anne	Middlemarch	social life and customs|English literature|England|Fiction|Social life and customs|Fiction|Eliot, George|19th century|1819-1880
uc1.b4105110	71	Eliot, George	1819-1880.	novel	49	v.9		f	NotFiction|Novel|Bibliographies|Fiction|Didactic fiction|Jewish fiction|Autobiography|NotBiographical	contemporary	New York;Harper;1876.	1876	1876	uk	Eliot, George	Evans, Mary Anne	Daniel Deronda	Marriage|English literature|England|Fiction|Social life and customs|Upper class|Jews|Eliot, George|19th century|1819-1880|Zionists
uc2.ark+=13960=t7jq0td5n	2	Miller, J. (Joaquin)	1837-1913.	novel	2			m	Fiction	contemporary	New York;G. W. Carleton;1876.	1876	1876	us	Miller, Joaquin	Miller, Cincinnatus Heine	The one fair woman	
uc2.ark+=13960=t0cv4d859	2	Harland, Marion	1830-1922.	novel	2			f		contemporary	New York;G. W. Carleton;1876.	1876	1876	us	Harland, Marion	Terhune, Mary Virginia	My little love	
uc2.ark+=13960=t2w37rr8x	3	Fitzgerald, Percy Hetherington	1834-1925.	novel	3	v.3		m		contemporary	London;R. Bentley;1876.	1876	1876	ir			The parvenu family; or, Phoebe: girl and wife	
uc2.ark+=13960=t3xs5q555	3	Trollope, Frances Eleanor	1834-1913	novel	3	v.3		m		contemporary	London;Chapman and Hall;1876.	1876	1876	uk			A charming fellow	
uiuo.ark+=13960=t6j10ks03	6	Braddon, M. E. (Mary Elizabeth)	1835-1915.	novel	6	v.2		f	Fiction|NotFiction	contemporary	London;J. Maxwell and Co.;1876.	1876	1876	uk		Braddon, Mary Elizabeth	Dead men's shoes	
uiuo.ark+=13960=t8hd8cn6s	4	Braddon, M. E. (Mary Elizabeth)	1835-1915.	novel	4	v.1		f		contemporary	London;J. and R. Maxwell;1879.	1879	1879	uk		Braddon, Mary Elizabeth	Vixen	
uiuo.ark+=13960=t07w6q90x	3	Crommelin, May	1850-1930	novel	3	v.1		f		contemporary	London;Hurst and Blackett;1881.	1881	1881	ir		Crommelin, Maria Henrietta de la Cherois	Miss Daisy Dimity	
uc2.ark+=13960=t0vq2sn8f	11	Henty, G. A. (George Alfred)	1832-1902.	novel	11			m	Juvenile audience|Novel|Fiction	contemporary	London;Blackie & Son, limited;1885	1885	1885	uk		Henty, George Alfred	The dragon and the raven	Alfred, 871-899|Great Britain|King of England|849-899|Alfred|History|Juvenile fiction
uc2.ark+=13960=t10p1901j	3	Malet, Lucas	1852-1931.	novel	3	v.2		f		contemporary	Leipzig;B. Tauchnitz;1885.	1885	1885	uk	Malet, Lucas	Kingsley, Mary St. Leger	Colonel Enderby's wife	
coo.31924065002358	7	Yonge, Charlotte M. (Charlotte Mary)	1823-1901.	novel	7	v.2		f	Fiction|NotFiction	contemporary	Leipzig;B. Tauchnitz;1885.	1885	1885	uk		Yonge, Charlotte Mary	The two sides of the shield	823Y8TW
uc1.b4380138	2	Lowell, James Russell	1819-1891.	nonfic	2			m	NotFiction	contemporary	Boston;New York;Houghton, Mifflin and company;1887.	1886	1886	us			Democracy, and other addresses	Lincoln, Abraham|1809-1865
mdp.39015063975463	3	Shorthouse, J. H. (Joseph Henry)	1834-1903.	novel	3			m		contemporary	London;New York;Macmillan and co.;1888.	1886	1886	uk			Sir Percival; a story of the past and of the present	Fiction
uiuo.ark+=13960=t1gh9rt8q	9	Black, William	1841-1898.	novel	9	v.1	1889.0	m	Fiction	contemporary	London;S. Low, Marston, Searle, & Rivington;1890.	1890	1890	uk			The new prince fortunatus	
uiuo.ark+=13960=t1cj8rk2q	6	Ouida	1839-1908.	novel	6	v.2		f	Fiction	contemporary	London;Chatto & Windus;1890.	1890	1890	uk		Ramé, Maria Louise	Syrlin	
uc1.b3328942	23	Meredith, George	1828-1909.	novel	18	v. 3		m	Bibliographies|Fiction|NotFiction	contemporary	London;Chapman and Hall, limited;1891.	1891	1891	uk			One of our conquerors	Fiction|Tobacco
mdp.39015065758065	2	Grant, Robert	1852-1940.	novel	2			m	C. Scribner's sons	contemporary	New York;C. Scribner's sons;1892.	1892	1892	uk			The reflections of a married man	
uc2.ark+=13960=t9m32s75q	4	Kipling, Rudyard	1865-1936.	novel	4		1891.0	m	W. Heinemann	contemporary	London;W. Heinemann;1892.	1892	1892	uk			The naulahka	
uiuo.ark+=13960=t2988xr4w	8	Doyle, Arthur Conan, Sir	1859-1930.	novel	8	v.3		m	NotFiction	contemporary	London;Longmans, Green and Co.;1893.	1893	1893	uk			The refugees	France|Huguenots|Fiction|Canada|History|To 1763 (New France)|Louis XIV, 1643-1715
uc2.ark+=13960=t8rb6xq61	5	Zangwill, Israel	1864-1926.	novel	2			m	Fiction|NotFiction	contemporary	New York;London;Macmillan and co.;1909.	1893	1893	uk			The King of Schnorrers	
nyp.33433074866611	23	Kipling, Rudyard	1865-1936.	novel	20			m	English fiction|NotFiction|Fiction|UnknownGenre	contemporary	New York;Doubleday, Page;1908;Appleton;c1893	1893	1893	uk			Many inventions	
uc2.ark+=13960=t5q819804	3	Crockett, S. R. (Samuel Rutherford)	1860-1914.	novel	3			m	Harper and brothers	contemporary	New York;Harper and brothers;1896.	1896	1896	uk			The gray man	Scotland|Fiction|James VI, 1567-1625|History
uiuo.ark+=13960=t07w6rt21	2	Gissing, Algernon	1860-1937.	novel	2	v.1		m		contemporary	London;Hurst and Blackett;1896.	1896	1896	uk			The sport of stars	
njp.32101041824978	3	Sienkiewicz, Henryk	1846-1916.	novel	3		1891.0	m	Fiction|NotFiction	contemporary	Boston;Little, Brown, and Company;1897.	1897	1897	po			Without dogma. A novel of modern Poland	
uc2.ark+=13960=t8sb4024x	3	Sienkiewicz, Henryk	1846-1916.	novel	3	v.001		m	UnknownGenre	contemporary	Boston;Little, Brown, and Company;1900.	1900	1900	po			The knights of the cross	Jagellons, 1386-1572|Fiction|Poland|Fiction|History|Teutonic Knights|Crusades|History
mdp.39015059389539	4	Barber, Margaret Fairless	1869-1901.	novel	4			f	NotFiction	contemporary	London;J. Murray;1902.	1901	1901	uk	Fairless, Michael		The gathering of Brother Hilarius	
mdp.39015008993860	2	Doyle, Arthur Conan, Sir	1859-1930.	novel	2	v.3	1892.0	m	Fiction|NotFiction	contemporary	New York;D. Appleton and company;c1902	1902	1902	uk			The great shadow and Uncle Bernac	
nyp.33433074928908	10	Bennett, Arnold	1867-1931.	novel	8			m	Fiction|NotFiction	contemporary	New York;Doran;1915, [c1902].	1902	1902	uk			Anna of the five towns : a novel	English fiction|Women|England|Fiction|City and town life|Staffordshire|Pottery industry
uc2.ark+=13960=t81j9qk9w	6	Turgenev, Ivan Sergi︠e︡evích	1818-1883.	shortstories	6	v.13		m	UnknownGenre|NotFiction	contemporary	New York;C. Scribner's sons;1903-04.	1903	1883	ru		Turgenev, Ivan Sergeyevich	Phantoms, and other stories	
pst.000057481807	3	Jones, L[ewis] H[enry]	1844-	juvenile	3	v.3		u	NotFiction	contemporary	Boston;Ginn & company;1903.	1903	1903				The Jones 1st-5th readers	Readers
uc2.ark+=13960=t9m32nz7f	4	Green, Anna Katharine	1846-1935.	novel	4			f	Fiction	contemporary	Indianapolis;The Bobbs-Merrill company;1905	1905	1905	us			The millionaire baby	
uc2.ark+=13960=t6m043304	3	Snaith, J. C. (John Collis)	1876-1936.	novel	3			m		contemporary	Boston;H.B. Turner;1906.	1906	1906	uk		Snaith, John Collis	Henry Northcote	
loc.ark+=13960=t2k653521	7	Gosse, Edmund	1849-1928.	novel	7			m		contemporary	New York;C. Scribner's sons;1907.	1907	1907	uk			Father and son	Gosse, Philip Henry|1810-1888
uc2.ark+=13960=t2697062m	2	Klette, C. H. B. (Charles Herman Bruno)		novel	2			m		contemporary	New York;Cochrane;1909 [c1908	1908	1908	us		Klette, Charles Herman Bruno	The lost mine of the Mono	
uc2.ark+=13960=t42r3qh0n	2	Kieffer, Henry Martyn	1845-1930.	shortstories	2			m		contemporary	New York;Dodge publishing company;1910	1910	1910	us			The funny bone	
