docid	oldauthor	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprint	imprintdate	contents	genres	subjects	geographics	locnum	oclc	place	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle
njp.32101068581576	Collins, Wilkie	Collins, Wilkie	1824-1889.	1860	1860	s	1860	    	London;Sampson Low;1860.	1860		Great Britain|NotFiction|Bibliographies|Mystery and detective fiction|Fiction|Romantic suspense novels|UnknownGenre	823C69W1860|Psychiatric hospital patients|English fiction|Nobility|Inheritance and succession|Social life and customs|Fiction|Country homes|Deception|19th century|Art teachers			4430504.0	enk	7487654	2	29	12	v.2	2.0	The woman in white / | $c: by Wilkie Collins.		True	The woman in white
uiuo.ark+=13960=t0zp4bq6b	Collins, Wilkie	Collins, Wilkie	1824-1889.	1860	1860	s	1860	    	London;Sampson Low;1860.	1860		Great Britain|NotFiction|Bibliographies|Mystery and detective fiction|Fiction|Romantic suspense novels|UnknownGenre	823C69W1860|Psychiatric hospital patients|English fiction|Nobility|Inheritance and succession|Social life and customs|Fiction|Country homes|Deception|19th century|Art teachers			4430504.0	enk	7487654	2	29	12	v.3	3.0	The woman in white		True	The woman in white
njp.32101067707289	Blackmore, R. D. (Richard Doddridge)	Blackmore, R. D. (Richard Dooddridge)	1825-1900.	1866	1866	s	1866	    	London;Chapman & Hall;1866.	1866		Fiction|NotFiction	Mistaken identity|Murder|Inheritance and succession|Fiction			1647808.0	enk	475444	3	12	12	vol.1	1.0	"Cradock Nowell : | a tale of the new forest / | $c: by Richard Doddridge Blackmore, author of ""Clara Vaughan""."		True	Cradock Nowell : a tale of the new forest
njp.32101067707297	Blackmore, R. D. (Richard Doddridge)	Blackmore, R. D. (Richard Dooddridge)	1825-1900.	1866	1866	s	1866	    	London;Chapman & Hall;1866.	1866		Fiction|NotFiction	Mistaken identity|Murder|Inheritance and succession|Fiction			1647808.0	enk	475444	3	12	12	vol.2	2.0	"Cradock Nowell : | a tale of the new forest / | $c: by Richard Doddridge Blackmore, author of ""Clara Vaughan""."		True	Cradock Nowell : a tale of the new forest
uc1.b3337052	Blackmore, R. D. (Richard Doddridge)	Blackmore, R. D. (Richard Dooddridge)	1825-1900.	1866	1866	s	1866	    	London;Chapman & Hall;1866.	1866		Fiction|NotFiction	Mistaken identity|Murder|Inheritance and succession|Fiction			1647808.0	enk	475444	3	12	12	v. 3	3.0	"Cradock Nowell : | a tale of the new forest / | $c: by Richard Doddridge Blackmore, author of ""Clara Vaughan""."		True	Cradock Nowell : a tale of the new forest
mdp.39015063608064	Thackeray, William Makepeace	Thackeray, William Makepeace	1811-1863.	1872	1863	s	1872	    	Boston;J. R. Osgood & company;1872.	1872	I. Vanity fair.--II. The history of Pendennis.--III. The Newcomes.--IV. The history of Henry Esmond, also The memoirs of Barry Lyndon.--V. The Virginians.--VI. The adventures of Philip. To which is now prefixed A shabby genteel story.--VII. The Paris sketch book; The Irish sketch book; and Notes of a journey from Cornhill to Grand Cairo.--VIII. The great Hoggarty diamond; Memoirs of Mr. C.J. Yellowplush; and Burlesques.--IX. The book of snobs; Sketches of life and charcter; etc., etc.--X. Round	ContainsBiogMaterial|NotFiction|Bibliographies|Fiction	George II, 1727-1760|Revolution, 1775-1783|United States|Great Britain|English literature|Fiction|French and Indian War, 1754-1763|History			29829271.0	mau	120461	1	23	12	v.5	5.0	The works of William Makepeace Thackeray.	The Virginians	True	The Virginians
uc1.b3548770	Thackeray, William Makepeace	Thackeray, William Makepeace	1811-1863.	1878	1863	m	1883	1886	London;Smith, Elder, & co.;1883-86.	1883-1886	v. 1-2. Vanity Fair.--v. 3-4. The history of Pendennis.--v. 5-6. The Newcomes.--v. 7. The history of Henry Esmond, esq.--v. 8-9. The Virginians.--v. 10-11. The adventures of Philip on his way through the world ... --v. 12. The history of Samuel Titmarsh and the great Hoggarty diamond. A little dinner at Timmins's. And notes of a journey from Cornhill to Grand Cairo.--v. 13. The Christmas books of Mr. A. Titmarsh.--v. 14. The book of snobs and Sketches and travels in London.--v. 15. Burlesques.-	Bibliographies|Fiction|NotFiction	1811-1863|Thackeray, William Makepeace|Dictionaries, indexes, etc|English literature			15682593.0	enk	1069646	1	25	12	v. 1	1.0	Works.	Vanity Fair	True	Vanity Fair
uc1.b3548771	Thackeray, William Makepeace	Thackeray, William Makepeace	1811-1863.	1878	1863	m	1883	1886	London;Smith, Elder, & co.;1883-86.	1883-1886	v. 1-2. Vanity Fair.--v. 3-4. The history of Pendennis.--v. 5-6. The Newcomes.--v. 7. The history of Henry Esmond, esq.--v. 8-9. The Virginians.--v. 10-11. The adventures of Philip on his way through the world ... --v. 12. The history of Samuel Titmarsh and the great Hoggarty diamond. A little dinner at Timmins's. And notes of a journey from Cornhill to Grand Cairo.--v. 13. The Christmas books of Mr. A. Titmarsh.--v. 14. The book of snobs and Sketches and travels in London.--v. 15. Burlesques.-	Bibliographies|Fiction|NotFiction	1811-1863|Thackeray, William Makepeace|Dictionaries, indexes, etc|English literature			15682593.0	enk	1069646	1	25	12	v. 2	2.0	Works.	Vanity Fair	True	Vanity Fair
uc1.$b809249	Holmes, Oliver Wendell	Holmes, Oliver Wendell	1809-1894.	1860	1860	s	1860	    	Boston;Ticknor and Fields;1860.	1860	First edition.	Fiction|ContainsBiogMaterial|NotFiction	American essays		PS1971.A1 1860	3037447.0	mau	449225	1	26	10			The professor at the breakfast-table; | with the story of Iris. | $c: By Oliver Wendell Holmes.		True	The professor at the breakfast-table; with the story of Iris
njp.32101068169422	Lady, Fullerton, Georgiana	Fullerton, Georgiana Charlotte Seveson-Gower, Lady	1812-1885.	1869	1869	s	1869	    	London;R. Bentley;1869.	1869		Fiction	English fiction|Fiction, English			13313079.0	enk	7688135	2	11	10	vol.1	1.0	Mrs. Gerald's niece.		True	Mrs. Gerald's niece
uc2.ark+=13960=t0tq5x626	Fullerton, Georgiana	Fullerton, Georgiana Charlotte Seveson-Gower, Lady		1869	1869	s	1869	    	London;R. Bentley;1869.	1869		Fiction	English fiction|Fiction, English			13313079.0	enk	7688135	2	11	10	v.2	2.0	Mrs. Gerald's niece		True	Mrs. Gerald's niece
njp.32101068169406	Lady, Fullerton, Georgiana	Fullerton, Georgiana Charlotte Seveson-Gower, Lady	1812-1885.	1869	1869	s	1869	    	London;R. Bentley;1869.	1869		Fiction	English fiction|Fiction, English			13313079.0	enk	7688135	2	11	10	vol.3	3.0	Mrs. Gerald's niece.		True	Mrs. Gerald's niece
uc2.ark+=13960=t9s18647f	Thackeray, William Makepeace	Thackeray, William Makepeace	1811-1863.	1869	1863	s	1869	    	London;Smith, Elder;1869.	1869		ContainsBiogMaterial|NotFiction|Bibliographies|Fiction	English literature			5295822.0	enk	7704148	1	25	10	v.1	1.0	The Newcomes		True	The Newcomes
uc1.b3548781	Thackeray, William Makepeace	Thackeray, William Makepeace	1811-1863.	1878	1863	m	1883	1886	London;Smith, Elder, & co.;1883-86.	1883-1886	v. 1-2. Vanity Fair.--v. 3-4. The history of Pendennis.--v. 5-6. The Newcomes.--v. 7. The history of Henry Esmond, esq.--v. 8-9. The Virginians.--v. 10-11. The adventures of Philip on his way through the world ... --v. 12. The history of Samuel Titmarsh and the great Hoggarty diamond. A little dinner at Timmins's. And notes of a journey from Cornhill to Grand Cairo.--v. 13. The Christmas books of Mr. A. Titmarsh.--v. 14. The book of snobs and Sketches and travels in London.--v. 15. Burlesques.-	Fiction|UnknownGenre|ContainsBiogMaterial|NotFiction	English literature			15682593.0	enk	1069646	2	11	10	v. 13	13.0	Works.	The Christmas books of Mr. A. Titmarsh	True	The Christmas books of Mr. A. Titmarsh
uva.x030735721	Vigny, Alfred de	Vigny, Alfred de	1797-1863.	1889	1863	s	1889	    	Boston;Little, Brown, and company;1889.	1889		Fiction|UnknownGenre	Fiction|1620-1642|Richelieu, Armand Jean du Plessis|Cinq-Mars, Henri Coiffier Ruzé d'Effiat|1585-1642|Cinq-Mars, Henri Coiffier Ruzé d'Effiat|marquis de|duc de		PZ3.V688C 4	2563678.0	mau	1217222	3	10	10	v.1	1.0	Cinq-Mars: | or, A conspiracy under Louis XIII. | $c: By Alfred de Vigny. Tr. by William Hazlitt. With drawings by A. Dawant, etched by Gaujean.		False	Cinq-Mars: or, A conspiracy under Louis XIII
mdp.39015033496947	Vigny, Alfred de	Vigny, Alfred de	1797-1863.	1889	1863	s	1889	    	Boston;Little, Brown, and company;1889.	1889		Fiction|UnknownGenre	Fiction|1620-1642|Richelieu, Armand Jean du Plessis|Cinq-Mars, Henri Coiffier Ruzé d'Effiat|1585-1642|Cinq-Mars, Henri Coiffier Ruzé d'Effiat|marquis de|duc de		PZ3.V688C 4	2563678.0	mau	1217222	3	10	10	v.2	2.0	Cinq-Mars: | or, A conspiracy under Louis XIII. | $c: By Alfred de Vigny. Tr. by William Hazlitt. With drawings by A. Dawant, etched by Gaujean.		False	Cinq-Mars: or, A conspiracy under Louis XIII
mdp.39015063920923	Eliot, George	Eliot, George	1819-1880.	1860	1860	s	1860	    	Edinburgh;London;W. Blackwood and sons;1860.	1860	New ed.	NotBiographical|Autobiography|NotFiction|Bibliographies|Fiction	Eliot, George|English literature|1819-1880		PZ3.E43Mil	66895198.0	stk	781911	1	47	9			The mill on the floss, | $c: by George Eliot.		True	The mill on the floss
njp.32101068169349	Lady, Fullerton, Georgiana	Fullerton, Georgiana Charlotte Seveson-Gower, Lady	1812-1885.	1864	1864	s	1864	    	Leipzig;B. Tauchnitz;1864.	1864		Fiction	Louisiana in fiction|New Orleans in fiction			16885060.0	gw 	8968496	1	10	9	vol.1	1.0	Too strange not to be true. | A tale.		True	Too strange not to be true. A tale
njp.32101068169331	Lady, Fullerton, Georgiana	Fullerton, Georgiana Charlotte Seveson-Gower, Lady	1812-1885.	1864	1864	s	1864	    	Leipzig;B. Tauchnitz;1864.	1864		Fiction	Louisiana in fiction|New Orleans in fiction			16885060.0	gw 	8968496	1	10	9	vol.2	2.0	Too strange not to be true. | A tale.		True	Too strange not to be true. A tale
inu.32000002848879	Eliot, George	Eliot, George	1819-1880.	1866	1866	s	1866	    	Edinburgh;London;W. Blackwood;1866.	1866	[1st ed.]	NotBiographical|NotFiction|Bibliographies|Fiction	Large type books|George Eliot's life|Eliot, George|English literature|1819-1880		PR4660.A1 1866a	1626427.0	stk	1023670	3	19	9	v.2	2.0	Felix Holt, the Radical, | $c: by George Eliot.		True	Felix Holt, the Radical
uc1.b4101633	Eliot, George	Eliot, George	1819-1880.	1866	1866	s	1866	    	Edinburgh;London;W. Blackwood;1866.	1866	[1st ed.]	NotBiographical|NotFiction|Bibliographies|Fiction	Large type books|George Eliot's life|Eliot, George|English literature|1819-1880		PR4660.A1 1866a	1626427.0	stk	1023670	1	19	9	v.3	3.0	Felix Holt, the Radical, | $c: by George Eliot.		True	Felix Holt, the Radical
mdp.39015005007086	MacDonald, George	MacDonald, George	1824-1905.	1867	1867	s	1867	    	London;Hurst & Blackett;1867.	1867		NotFiction|Bibliographies|Fiction|Christian fiction	Neighborhood|Scotland|823M14AN|Fiction			3895761.0	enk	537910	2	9	9	v.1	1.0	Annals of a quiet neighbourhood / | $c: By George MacDonald ...		True	Annals of a quiet neighbourhood
uiuo.ark+=13960=t63495j2c	MacDonald, George	MacDonald, George	1824-1905.	1867	1867	s	1867	    	London;Hurst & Blackett;1867.	1867		NotFiction|Bibliographies|Fiction|Christian fiction	Neighborhood|Scotland|823M14AN|Fiction			3895761.0	enk	537910	2	9	9	v.2	2.0	Annals of a quiet neighborhood		True	Annals of a quiet neighborhood
mdp.39015005075125	MacDonald, George	MacDonald, George	1824-1905.	1867	1867	s	1867	    	London;Hurst & Blackett;1867.	1867		NotFiction|Bibliographies|Fiction|Christian fiction	Neighborhood|Scotland|823M14AN|Fiction			3895761.0	enk	537910	2	9	9	v.3	3.0	Annals of a quiet neighbourhood / | $c: By George MacDonald ...		True	Annals of a quiet neighbourhood
uiuo.ark+=13960=t06w9wk88	Braddon, M. E	Braddon, M. E. (Mary Elizabeth)	1835-1915.	1867	1867	s	1867	    	London;Ward, Lock and Tyler;1867.	1867			823M464B			20719988.0	enk	8718408	1	9	9	v.1	1.0	Birds of prey		True	Birds of prey
uiuo.ark+=13960=t67379s1t	Braddon, M. E	Braddon, M. E. (Mary Elizabeth)	1835-1915.	1867	1867	s	1867	    	London;Ward, Lock and Tyler;1867.	1867			823M464B			20719988.0	enk	8718408	1	9	9	v.2	2.0	Birds of prey		True	Birds of prey
uiuo.ark+=13960=t79s29c1b	Braddon, M. E	Braddon, M. E. (Mary Elizabeth)	1835-1915.	1867	1867	s	1867	    	London;Ward, Lock and Tyler;1867.	1867			823M464B			20719988.0	enk	8718408	1	9	9	v.3	3.0	Birds of prey		True	Birds of prey
pst.000002028088	Harte, Bret	Harte, Bret	1836-1902.	1869	1869	s	1869	    	Boston;New York;Houghton Mifflin company;1869].	1869	Sketches: The luck of Roaring Camp. The outcasts of Poker Flat. Miggles. Tennessee's partner. The idyl of Red Gulch. Brown of Calaveras. High-water mark. A lonely ride. The man of no account.--Stories: Mliss. The right eye of the commander. Notes by flood and field.--Bohemian papers: Mission Dolores. John Chinaman. From a back window. Boonder.	Pictorial cloth bindings (Binding)|United States|NotFiction|Fiction|UnknownGenre	Western stories|American fiction|Social life and customs|Fiction|American literature		PZ.H252L	2393247.0	xx 	7025385	2	29	9			The luck of Roaring Camp : | and other sketches / | $c: By Bret Harte.		True	The luck of Roaring Camp : and other sketches
inu.30000096457001	Gaskell, Elizabeth Cleghorn	Gaskell, Elizabeth Cleghorn	1810-1865.	2005	1865	m	2005	9999	London|Pickering & Chatto|2005-	2005	Vol. 1. Journalism, early fiction and personal writings -- Vol. 2. Novellas and shorter fiction, The Moorland Cottage, Cranford and related writings -- Vol. 3. Novellas and shorter fiction, Round the sofa, and Tales from Household words (1852-9) -- Vol. 4. Novellas and shorter fiction, Cousin Phillis and other tales from All the Year Round and the Cornhill Magazine 1859-64 -- Vol. 5. Mary Barton; a tale of Manchester life (1848) and William Gaskell, two lectures on the Lancashire dialect -- Vol	NotFiction	Works|2005|1810-1865|Gaskell, Elizabeth Cleghorn			59878544.0	enk	7586087	2	9	9	v.3	3.0	The works of Elizabeth Gaskell / | $c: general editor: Joanne Shattock ; volume editors: Linda K. Hughes ... [et al.].	and William Gaskell, two lectures on the Lancashire dialect -- Vol	False	and William Gaskell, two lectures on the Lancashire dialect -- Vol
inu.30000110371311	Gaskell, Elizabeth Cleghorn	Gaskell, Elizabeth Cleghorn	1810-1865.	2005	1865	m	2005	9999	London|Pickering & Chatto|2005-	2005	Vol. 1. Journalism, early fiction and personal writings -- Vol. 2. Novellas and shorter fiction, The Moorland Cottage, Cranford and related writings -- Vol. 3. Novellas and shorter fiction, Round the sofa, and Tales from Household words (1852-9) -- Vol. 4. Novellas and shorter fiction, Cousin Phillis and other tales from All the Year Round and the Cornhill Magazine 1859-64 -- Vol. 5. Mary Barton; a tale of Manchester life (1848) and William Gaskell, two lectures on the Lancashire dialect -- Vol	NotFiction	Works|2005|1810-1865|Gaskell, Elizabeth Cleghorn			59878544.0	enk	7586087	2	9	9	v.4	4.0	The works of Elizabeth Gaskell / | $c: general editor: Joanne Shattock ; volume editors: Linda K. Hughes ... [et al.].	and William Gaskell, two lectures on the Lancashire dialect -- Vol	False	and William Gaskell, two lectures on the Lancashire dialect -- Vol
inu.30000096457951	Gaskell, Elizabeth Cleghorn	Gaskell, Elizabeth Cleghorn	1810-1865.	2005	1865	m	2005	9999	London|Pickering & Chatto|2005-	2005	Vol. 1. Journalism, early fiction and personal writings -- Vol. 2. Novellas and shorter fiction, The Moorland Cottage, Cranford and related writings -- Vol. 3. Novellas and shorter fiction, Round the sofa, and Tales from Household words (1852-9) -- Vol. 4. Novellas and shorter fiction, Cousin Phillis and other tales from All the Year Round and the Cornhill Magazine 1859-64 -- Vol. 5. Mary Barton; a tale of Manchester life (1848) and William Gaskell, two lectures on the Lancashire dialect -- Vol	NotFiction	Works|2005|1810-1865|Gaskell, Elizabeth Cleghorn			59878544.0	enk	7586087	2	9	9	v.5	5.0	The works of Elizabeth Gaskell / | $c: general editor: Joanne Shattock ; volume editors: Linda K. Hughes ... [et al.].	and William Gaskell, two lectures on the Lancashire dialect -- Vol	False	and William Gaskell, two lectures on the Lancashire dialect -- Vol
inu.30000096457944	Gaskell, Elizabeth Cleghorn	Gaskell, Elizabeth Cleghorn	1810-1865.	2005	1865	m	2005	9999	London|Pickering & Chatto|2005-	2005	Vol. 1. Journalism, early fiction and personal writings -- Vol. 2. Novellas and shorter fiction, The Moorland Cottage, Cranford and related writings -- Vol. 3. Novellas and shorter fiction, Round the sofa, and Tales from Household words (1852-9) -- Vol. 4. Novellas and shorter fiction, Cousin Phillis and other tales from All the Year Round and the Cornhill Magazine 1859-64 -- Vol. 5. Mary Barton; a tale of Manchester life (1848) and William Gaskell, two lectures on the Lancashire dialect -- Vol	NotFiction	Works|2005|1810-1865|Gaskell, Elizabeth Cleghorn			59878544.0	enk	7586087	2	9	9	v.7	7.0	The works of Elizabeth Gaskell / | $c: general editor: Joanne Shattock ; volume editors: Linda K. Hughes ... [et al.].	and William Gaskell, two lectures on the Lancashire dialect -- Vol	False	and William Gaskell, two lectures on the Lancashire dialect -- Vol
inu.30000110371345	Gaskell, Elizabeth Cleghorn	Gaskell, Elizabeth Cleghorn	1810-1865.	2005	1865	m	2005	9999	London|Pickering & Chatto|2005-	2005	Vol. 1. Journalism, early fiction and personal writings -- Vol. 2. Novellas and shorter fiction, The Moorland Cottage, Cranford and related writings -- Vol. 3. Novellas and shorter fiction, Round the sofa, and Tales from Household words (1852-9) -- Vol. 4. Novellas and shorter fiction, Cousin Phillis and other tales from All the Year Round and the Cornhill Magazine 1859-64 -- Vol. 5. Mary Barton; a tale of Manchester life (1848) and William Gaskell, two lectures on the Lancashire dialect -- Vol	NotFiction	Works|2005|1810-1865|Gaskell, Elizabeth Cleghorn			59878544.0	enk	7586087	1	9	9	v.9	9.0	The works of Elizabeth Gaskell / | $c: general editor: Joanne Shattock ; volume editors: Linda K. Hughes ... [et al.].	and William Gaskell, two lectures on the Lancashire dialect -- Vol	False	and William Gaskell, two lectures on the Lancashire dialect -- Vol
nc01.ark+=13960=t7np2k34k	Newell, R. H	Newell, R. H. (Robert Henry)	1836-1901.	1862	1862	 	1862	    	New York;Blakeman & Mason;1862-65.	1862-1865		Fiction	American wit and humor|United States|Civil War, 1861-1865|Impeachment|Fiction|Caricatures and cartoons|Humorous poetry, American|1808-1875|History|Johnson, Andrew|Poetry|Humor			5380826.0	us 	7667611	2	10	8	2	2.0	The Orpheus C. Kerr papers		True	The Orpheus C. Kerr papers
wu.89063597124	Gilmore, James R. (James Roberts)	Gilmore, James R. (James Roberts)	1822-1903.	1862	1862	s	1862	    	New York;J.R. Gilmore ... Charles T. Evans;1862.	1862	Third edition.	War stories|Fiction|NotFiction	United States|Civil War, 1861-1865|Civil war, 1861-1865|Fiction|Description and travel|Social life and customs|Fiction|Slavery|History|Personal narratives|African Americans|19th century|North Carolina|History	United States|Southern States		28814568.0	nyu	8657794	2	11	8			Among the pines, or, South in secession-time / | $c: by Edmund Kirke.;		True	Among the pines, or, South in secession-time
uiuo.ark+=13960=t01z4vr4d	Wigram, W. Knox	Wigram, W. Knox (William Knox)	1825-1885.	1867	1867	s	1867	    	London;R. Bentley;1867.	1867		Fiction	English fiction			13344898.0	enk	6504966	2	8	8	v.1	1.0	Five hundred pounds reward		True	Five hundred pounds reward
uc1.b254232	Wigram, W. Knox	Wigram, W. Knox (William Knox)	1825-1885.	1867	1867	s	1867	    	London;R. Bentley;1867.	1867		Fiction	English fiction			13344898.0	enk	6504966	2	8	8	v. 2	2.0	Five hundred pounds reward		True	Five hundred pounds reward
uiuo.ark+=13960=t4kk9zm3j	Wigram, W. Knox	Wigram, W. Knox (William Knox)	1825-1885.	1867	1867	s	1867	    	London;R. Bentley;1867.	1867		Fiction	English fiction			13344898.0	enk	6504966	2	8	8	v.3	3.0	Five hundred pounds reward		True	Five hundred pounds reward
uc1.b250115	Lever, Charles James	Lever, Charles James	1806-1872.	1868	1868	s	1868	    	London;Smith, Elder;1868.	1868		NotFiction				3436555.0	enk	6502421	2	14	8	v.1	1.0	The Bramleighs of Bishop's Folly		True	The Bramleighs of Bishop's Folly
uiuo.ark+=13960=t50g48799	Lever, Charles James	Lever, Charles James	1806-1872.	1868	1868	s	1868	    	London;Smith, Elder;1868.	1868		NotFiction				3436555.0	enk	6502421	2	14	8	v.2	2.0	The Bramleighs of Bishop's Folly		True	The Bramleighs of Bishop's Folly
uc1.b250117	Lever, Charles James	Lever, Charles James	1806-1872.	1868	1868	s	1868	    	London;Smith, Elder;1868.	1868		NotFiction				3436555.0	enk	6502421	2	14	8	v. 3	3.0	The Bramleighs of Bishop's Folly		True	The Bramleighs of Bishop's Folly
njp.32101067631018	Brooks, Shirley	Brooks, Shirley	1816-1874.	1868	1868	s	1868	    	Leipzig;B. Tauchnitz;1868.	1868	Copyright ed.	Fiction|NotFiction				39268732.0	gw 	8961281	1	8	8	v.1	1.0	Sooner or later.		True	Sooner or later
njp.32101067631000	Brooks, Shirley	Brooks, Shirley	1816-1874.	1868	1868	s	1868	    	Leipzig;B. Tauchnitz;1868.	1868	Copyright ed.	Fiction|NotFiction				39268732.0	gw 	8961281	1	8	8	v.2	2.0	Sooner or later.		True	Sooner or later
njp.32101067630994	Brooks, Shirley	Brooks, Shirley	1816-1874.	1868	1868	s	1868	    	Leipzig;B. Tauchnitz;1868.	1868	Copyright ed.	Fiction|NotFiction				39268732.0	gw 	8961281	1	8	8			Sooner or later.		True	Sooner or later
uc2.ark+=13960=t4wh2g916	Grant, James	Grant, James	1822-1887.	1869	1869	s	1869	    	London;Tinsley Brothers;1869.	1869		Fiction			PZ3.G766G	11019266.0	enk	7687963	2	8	8	v.001	1.0	The girl he married		True	The girl he married
uiuo.ark+=13960=t51g1333q	Grant, James	Grant, James	1822-1887.	1869	1869	s	1869	    	London;Tinsley Brothers;1869.	1869		Fiction			PZ3.G766G	11019266.0	enk	7687963	1	8	8	v.2	2.0	The girl he married		True	The girl he married
uiuo.ark+=13960=t0sq98b87	Grant, James	Grant, James	1822-1887.	1869	1869	s	1869	    	London;Tinsley Brothers;1869.	1869		Fiction			PZ3.G766G	11019266.0	enk	7687963	1	8	8	v.3	3.0	The girl he married		True	The girl he married
uc1.b3548783	Thackeray, William Makepeace	Thackeray, William Makepeace	1811-1863.	1878	1863	m	1883	1886	London;Smith, Elder, & co.;1883-86.	1883-1886	v. 1-2. Vanity Fair.--v. 3-4. The history of Pendennis.--v. 5-6. The Newcomes.--v. 7. The history of Henry Esmond, esq.--v. 8-9. The Virginians.--v. 10-11. The adventures of Philip on his way through the world ... --v. 12. The history of Samuel Titmarsh and the great Hoggarty diamond. A little dinner at Timmins's. And notes of a journey from Cornhill to Grand Cairo.--v. 13. The Christmas books of Mr. A. Titmarsh.--v. 14. The book of snobs and Sketches and travels in London.--v. 15. Burlesques.-	Bibliographies|Fiction|UnknownGenre|NotFiction	English literature			15682593.0	enk	1069646	2	9	8	v. 15	15.0	Works.	Burlesques	True	Burlesques
njp.32101068970662	Kavanagh, Julia	Kavanagh, Julia	1824-1877.	1860	1860	s	1860	    	London;Hurst and Blackett;1860.	1860		Fiction			PZ3.K172S	21369528.0	enk	8723199	2	7	7	vol.1	1.0	Seven years, and other tales / | $c: by Julia Kavanagh.		True	Seven years, and other tales
njp.32101068970654	Kavanagh, Julia	Kavanagh, Julia	1824-1877.	1860	1860	s	1860	    	London;Hurst and Blackett;1860.	1860		Fiction			PZ3.K172S	21369528.0	enk	8723199	2	7	7	vol.2	2.0	Seven years, and other tales / | $c: by Julia Kavanagh.		True	Seven years, and other tales
njp.32101068971058	Kavanagh, Julia	Kavanagh, Julia	1824-1877.	1860	1860	s	1860	    	London;Hurst and Blackett;1860.	1860		Fiction			PZ3.K172S	21369528.0	enk	8723199	2	7	7	vol.3	3.0	Seven years, and other tales / | $c: by Julia Kavanagh.		True	Seven years, and other tales
uc1.b182850	Collins, Wilkie	Collins, Wilkie	1824-1889.	1862	1862	s	1862	    	London;Sampson Low;1862.	1862		Fiction				4294231.0	enk	6651996	2	8	7	v. 1	1.0	No name		True	No name
uc1.b182851	Collins, Wilkie	Collins, Wilkie	1824-1889.	1862	1862	s	1862	    	London;Sampson Low;1862.	1862		Fiction				4294231.0	enk	6651996	2	8	7	v. 2	2.0	No name		True	No name
uc1.b182852	Collins, Wilkie	Collins, Wilkie	1824-1889.	1862	1862	s	1862	    	London;Sampson Low;1862.	1862		Fiction				4294231.0	enk	6651996	2	8	7	v. 3	3.0	No name		True	No name
uva.x000366093	Dickens, Charles	Dickens, Charles	1812-1870.	1862	1862	s	1862	    	London;Chapman & Hall;1876	1876		NotFiction|Short stories|Fiction|Bibliographies	Christmas stories		PZ3.D55Chm2	27855484.0	enk	9775471	1	17	7			Christmas books.		True	Christmas books
wu.89094738010	Mrs, Challice, Annie Emma (Armstrong)	Challice, Annie Emma (Armstrong), Mrs	1821-1875.	1864	1864	s	1864	    	London;L. Booth;1864.	1864		NotFiction	French literature|Authors, French|History and criticism|19th century|20th century		PQ146.C5	13494351.0	enk	1201939	4	7	7	v.1	1.0	French authors at home.		True	French authors at home
mdp.39015030041043	Mrs, Challice, Annie Emma (Armstrong)	Challice, Annie Emma (Armstrong), Mrs	1821-1875.	1864	1864	s	1864	    	London;L. Booth;1864.	1864		NotFiction	French literature|Authors, French|History and criticism|19th century|20th century		PQ146.C5	13494351.0	enk	1201939	3	7	7	v.2	2.0	French authors at home.		True	French authors at home
nyp.33433074970496	Charles, Elizabeth Rundle	Charles, Elizabeth Rundle	1828-1896.	1864	1864	s	1864	    	New York;T. Nelson and sons;Philadelphia;Lippincott & co.;1864.	1864		Fiction	Reformation|Germany|Fiction|Luther, Martin|1483-1546		PZ3.C38C2	30631205.0	nyu	8664645	1	9	7			"Chronicles of the Schönberg-Cotta family / | $c: by the author of ""The voice of Christian life in song,"" ""The three wakings,"" etc., etc. ; introduction by Bishop M'Ilvaine."		True	Chronicles of the Schönberg-Cotta family
inu.32000009195985	Kingsley, Henry	Kingsley, Henry	1830-1876.	1867	1867	s	1867	    	London;Macmillan and Co.;1867.	1867		Fiction|NotFiction	English fiction		PZ3.K615Si	13339049.0	enk	7689482	2	10	7	v.1	1.0	Silcote of Silcotes. | $c: By Henry Kingsley ...		True	Silcote of Silcotes
uc2.ark+=13960=t6057k53j	Kingsley, Henry	Kingsley, Henry	1830-1876.	1867	1867	s	1867	    	London;Macmillan and Co.;1867.	1867		Fiction|NotFiction	English fiction		PZ3.K615Si	13339049.0	enk	7689482	2	10	7	v.2	2.0	Silcote of Silcotes		True	Silcote of Silcotes
uc2.ark+=13960=t6736sj32	Kingsley, Henry	Kingsley, Henry	1830-1876.	1867	1867	s	1867	    	London;Macmillan and Co.;1867.	1867		Fiction|NotFiction	English fiction		PZ3.K615Si	13339049.0	enk	7689482	2	10	7	v.3	3.0	Silcote of Silcotes		True	Silcote of Silcotes
nyp.33433082284971	Reid, Mayne	Reid, Mayne	1818-1883.	1867	1867	s	1867	    	Boston;Ticknor and Fields;1867.	1867		Juvenile audience|Fiction				583604.0	mau	8654895	1	7	7			The Giraffe-hunters / | $c: by Captain Mayne Reid.		True	The Giraffe-hunters
mdp.39015019783763	MacDonald, George	MacDonald, George	1824-1905.	1868	1868	s	1868	    	London;Hurst and Blackett;1868.	1868		Fiction|NotFiction			PZ3.M144R	7513924.0	enk	629962	2	9	7	v.1	1.0	Robert Falconer, | $c: by George Mac Donald ... | $n: 1		True	Robert Falconer
