docid	oldauthor	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprint	imprintdate	contents	genres	subjects	geographics	locnum	oclc	place	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle	nonficprob	juvenileprob
uc2.ark+=13960=t4hm53r17	Morris, Elisabeth Woodbridge	Morris, Elisabeth Woodbridge	1870-1964.	1912	1912	s	1912	    	Boston;New York;Houghton Mifflin company;1912.	1912		NotFiction	Outdoor books|Natural history		PS3525.O74.J6 1912	1363326.0	mau	242088	2	8.0	7.0			The Jonathan papers		True	The Jonathan papers	0.10937529512086436	0.2441003724446492
uc2.ark+=13960=t3st7kq42	Gourmont, Remy de	Gourmont, Rémy de	1858-1915.	1912	1912	s	1912	    	London;S. Swift and Co., limited;1912.	1912		NotFiction				1051333.0	enk	7687957	2	7.0	7.0			A night in the Luxembourg		True	A night in the Luxembourg	0.4766675357087756	0.07679088017341701
uc1.31175034928476	Benson, Robert Hugh	Benson, Robert Hugh, (Spirit)	1871-1914.	1912	1912	c	1912	1930	New York|Kenedy|c1912, 1930.	1912		Fiction|NotFiction				4724563.0	nyu	12433810	1	7.0	7.0			Come rack! Come rope! | $c: by Robert Hugh Benson.		True	Come rack! Come rope!	0.0	0.0
yale.39002014097373	Pringle, Elizabeth W. Allston (Elizabeth Waties Allston)	Pringle, Elizabeth W. Allston (Elizabeth Waties Allston)	1845-1921.	1913	1913	s	1913	    	New York;The Macmillan company;1913.	1913		NotFiction	Georgetown County (S.C.)|South Carolina|Plantation life|19th century|1845-1921|(Elizabeth Waties Allston)|Economic conditions|Social life and customs|Georgetown County|Pringle, Elizabeth W. Allston|History|Rice	Georgetown County (S.C.)	F277.G35P9	1839147.0	nyu	197478	5	7.0	7.0			A woman rice planter | $c: [by] Patience Pennington [pseud.] with an introduction by Owen Wister and illustrations by Alice R. H. Smith.		True	A woman rice planter	0.6830407359138284	0.1945204267702896
mdp.39015063546231	Davis, Richard Harding	Davis, Richard Harding	1864-1916.	1913	1913	s	1913	    	Leipzig;B. Tauchnitz;1913.	1913	Copyright ed.|The Red cross girl.--The Grand Cross of the Crescent.--The invasion of England.--Blood will tell.--The sailorman.--The mind reader.--The naked man.	Fiction|NotFiction	American fiction			11074345.0	gw 	285377	1	7.0	7.0			The Red cross girl, | $c: by Richard Harding Davis.		True	The Red cross girl	0.1384263844404715	0.013838072379515504
uc2.ark+=13960=t4zg6jm9q	Allinson, Anne Crosby Emery	Allinson, Anne Crosby (Emery), Mrs	1871-1932.	1913	1913	s	1913	    	New York;The Macmillan company;1913.	1913		NotFiction	Rome|Social life and customs		DG78.A6	1150294.0	nyu	653640	6	7.0	7.0			Roads from Rome		True	Roads from Rome	0.41064759779231785	0.000782259191631204
uc1.b4373265	Burroughs, Edgar Rice	Burroughs, Edgar Rice	1875-1950.	1913	1913	s	1913	    	New York;Ballantine Books;c1913.	1913		Juvenile audience|Adventure fiction|NotFiction|Fiction|Fantasy fiction	Fiction|Juvenile fiction|Adventure stories|Tarzan (Fictitious character)|Children's literature|Collections			12570090.0	nyu	6228594	1	9.0	7.0			The return of Tarzan / | $c: Edgar Rice Burroughs.		True	The return of Tarzan	0.20212267613608195	0.2102468422316037
uc2.ark+=13960=t2t43k226	Tarkington, Booth	Tarkington, Booth	1869-1946.	1914	1914	s	1914	    	New York;Grosset & Dunlap;c1914.	1914		Bildungsromane|NotFiction|Presentation inscriptions (Provenance)|Fiction|Publishers' advertisements|Juvenile literature	Boys|Fiction|Indiana			796561.0	nyu	6629988	1	7.0	7.0			Penrod		True	Penrod	0.05178458828890596	0.2104264561687206
mdp.49015000587163	Fisher, Dorothy Canfield	Fisher, Dorothy Canfield	1879-1958.	1915	1915	s	1915	    	New York;H. Holt;1915.	1915		Fiction|NotFiction	Young women|Middle West|Adolescence|Fiction|Families			13221922.0	nyu	4440844	1	9.0	7.0			The bent twig / | $c: by Dorothy Canfield.		True	The bent twig	0.0	0.0
uc1.b4698027	James, Henry	James, Henry	1843-1916.	1915	1915	s	1915	    	London;M. Secker;1915	1915		Psychological fiction|Fiction|NotFiction	Mentoring of authors|Young men|Fiction|Authors				enk	11256399	1	9.0	7.0			The lesson of the master.		True	The lesson of the master	0.4065554462999593	0.0061178269151362045
loc.ark+=13960=t13n2np23	Huard, Frances Wilson	Huard, Frances Wilson	b. 1885.	1916	1916	s	1916	    	New York, George H. Doran company;c1916	1916		Autobiography|NotFiction	World War, 1914-1918|Personal narratives		D640.H8	1161745.0	nyu	487334	4	7.0	7.0			My home in the field of honor		True	My home in the field of honor	0.4928208325698557	0.051413756017814095
mdp.39015019960767	Wharton, Edith	Wharton, Edith	1862-1937.	1916	1916	s	1916	    	New York;Scribner;1916.	1916		Short stories|Fiction|NotFiction			PS3162.X5 1916	638425.0	nyu	1188233	1	7.0	7.0			Xingu, and other stories.		True	Xingu, and other stories	0.11554152478921792	0.004622865950013638
uc1.b4374101	Tarkington, Booth	Tarkington, Booth	1869-1946.	1916	1916	s	1916	    	Garden City, N. Y.;Doubleday, Page & company;1916.	1916		Fiction|NotFiction	Boys|Fiction|Male friendship	Indiana	PS2972.P4 1916	1934137.0	nyu	6060199	3	7.0	7.0			Penrod and Sam / | $c: by Booth Tarkington ; illustrated by Worth Brehm.		True	Penrod and Sam	0.13201979002213424	0.4702644260631806
uc1.b3834452	Ervine, St. John G. (St. John Greer)	Ervine, St. John G. (St. John Greer)	1883-1971.	1917	1917	s	1917	    	New York;The Macmillan company;1917.	1917		Fiction|NotFiction			PZ3.E7383C	600121.0	nyu	118772	3	7.0	7.0			Changing winds; | a novel, | $c: by St. John G. Ervine.		True	Changing winds; a novel	0.07118676330818041	0.03908974950622903
mdp.39015005192508	Lewis, Sinclair	Lewis, Sinclair	1885-1951.	1917	1917	s	1917	    	New York;Harper;c1917	1917		Fiction|UnknownGenre			PZ3.L5884J	1024225.0	nyu	628789	1	7.0	7.0			The job; | an American novel, | $c: by Sinclair Lewis.		True	The job; an American novel	0.27701245946885805	0.033736982918335434
wu.89006531560	Fisher, Dorothy Canfield	Fisher, Dorothy Canfield	1879-1958.	1917	1917	s	1917	    	New York;Henry Holt;1917.	1917		Juvenile audience|Fiction	Aunts and Uncles|Farm life|Fiction|Vermont|Country life	Vermont	PZ7.F532U	8175066.0	nyu	5974492	1	7.0	7.0			Understood Betsy / | $c: by Dorothy Canfield.  Illustrations by Ada C. Williamson.		True	Understood Betsy	0.08253669412117763	0.5863754610523241
nyp.33433082405808	Garland, Hamlin	Garland, Hamlin	1860-1940.	1917	1917	s	1917	    	New York;The Macmillan company;1917.	1917		Autobiography|NotFiction	Northeastern States|Northwestern States|Frontier and pioneer life		PS1733.A4	272044.0	nyu	8638916	1	7.0	7.0			A son of the middle border, | $c: by Hamlin Garland; with illustrations by Alice Barber Stephens.		True	A son of the middle border	0.5629728198875857	0.05067808830817186
njp.32101060906938	Boccaccio, Giovanni	Boccaccio, Giovanni	1313-1375.	1910	1910	s	1910	    	London;Privately printed;1910.	1910		UnknownGenre|NotFiction				11912397.0	enk	8913854	1	10.5	6.5	v.1	1.0	The Decameron / | $c: of Giovanni Boccaccio; faithfully translated by J.M. Rigg; illustrated by Louis Chalon.		True	The Decameron	0.05269499390516992	0.12711905348748573
njp.32101060906946	Boccaccio, Giovanni	Boccaccio, Giovanni	1313-1375.	1910	1910	s	1910	    	London;Privately printed;1910.	1910		UnknownGenre|NotFiction				11912397.0	enk	8913854	1	10.5	6.5	v.2	2.0	The Decameron / | $c: of Giovanni Boccaccio; faithfully translated by J.M. Rigg; illustrated by Louis Chalon.		True	The Decameron	0.04425914139058085	0.4667242002723479
uiuo.ark+=13960=t2w37pr9k	France, Anatole	France, Anatole	1844-1924.	1912	1912	s	1912	    	London;John Lane;New York;John Lane company; [etc., etc.;1912.	1912		Fiction|UnknownGenre	tr|Alfred Richard			3179091.0	enk	1795697	3	8.0	8.0			The aspirations of Jean Servien		True	The aspirations of Jean Servien	0.2710396050516321	0.09332093833518493
wu.89006985188	Wister, Owen	Wister, Owen	1860-1938.	1911	1911	s	1911	    	New York;The Macmillan company;1911.	1911		Fiction|NotFiction			PZ3.W768Me	177868.0	nyu	779382	4	7.0	7.0			Members of the family, | $c: by Owen Wister, with illustrations by H. T. Dunn.		True	Members of the family	0.1717618357552164	0.025262062617767325
uc2.ark+=13960=t1zc80754	Ward, Humphry	Ward, Mary Augusta	1851-1920.	1911	1911	s	1911	    	Garden City;N. Y., Doublday, Page & company;1911.	1911		Fiction|NotFiction	English fiction			1359172.0	xx 	7695118	1	7.0	7.0			The case of Richard Meynell		True	The case of Richard Meynell	0.08915348643313167	0.0017849391319477573
uc1.b4097436	Bennett, Arnold	Bennett, Arnold	1867-1931.	1910	1910	s	1910	    	New York;E. P. Dutton & company;c1910	1910	His vocation -- His love -- His freedom -- His start in life.	Fiction|UnknownGenre|NotFiction	Domestic fiction, English|Fathers and sons|Clayhanger family (Fictitious characters)|Pottery industry|Fiction	Staffordshire (England)|Stoke-on-Trent (England)	PZ3.B438C12	918462.0	nyu	429919	3	9.0	6.0	(copy 1)		Clayhanger.		True	Clayhanger	0.051489573446323	0.0824736483581167
mdp.39015000623465	Kipling, Rudyard	Kipling, Rudyard	1865-1936.	1910	1910	s	1910	    	Garden City, New York;Doubleday, Page & Company;1910.	1910	A charm.--Introduction.--Cold iron.--Cold iron.--The two cousins.--Gloriana.--The looking-glass.--A truthful song.--The wrong thing.--King Henry VII and the shipwrights.--The way through the woods.--Marklake witches.--Brookland road.--The run of the downs.--The knife and the naked chalk.--Song of the men's side.--Philadelphia.--Brother Squaretoes.--If-----.--A St. Helena lullaby.--'A priest in spite of himself.'--'Poor honest men.'--Eddi's service.--The conversion of St. Wilfrid.--Song of the r	Juvenile audience|Fiction|NotFiction			PZ3.K629Re	1130681.0	nyu	590968	3	6.0	6.0			Rewards and fairies / | $c: by Rudyard Kipling.		True	Rewards and fairies	0.16807504077419988	0.22333326709171927
uc1.b3326917	Masefield, John	Masefield, John	1878-1967.	1910	1910	s	1910	    	London [etc.;New York;Nelson;1910	1910		Fiction				330359.0	enk	633014	3	6.0	6.0			Lost endeavour, | $c: by John Masefield.		True	Lost endeavour	0.493691757680942	0.3436876275407809
nyp.33433074855374	Galsworthy, John	Galsworthy, John	1867-1933.	1910	1910	s	1910	    	New York;C. Scribner's sons;1910.	1910		Fiction|NotFiction			PZ3.G139Mo	3307594.0	nyu	1020331	3	7.0	6.0			A motley,		True	A motley	0.3904866363446147	0.10259734491835312
mdp.39015054040400	Wells, H. G. (Herbert George)	Wells, H. G. (Herbert George)	1866-1946.	1910	1910	s	1910	    	New York;Duffield;1910.	1910		Fiction|NotBiographical|NotFiction			PR5774.N4 1910	1200744.0	nyu	1188100	2	6.0	6.0			The new Machiavelli / | $c: by H.G. Wells.		True	The new Machiavelli	0.22499444341264072	0.0014722901017579619
mdp.39015026478720	Racovița, Elena (von Dönniges)	Racovița, Elena (von Dönniges)	1845-1911.	1910	1910	s	1910	    	New York;Macmillan;1910.	1910		Autobiography|NotFiction	Germany|(von DoÌnniges)|RacovitÌ¦a, Elena|Princesses|1845-1911|Biography|(von Dönniges)|Racovița, Elena		CT1098.R2A2	2653559.0	nyu	1599064	2	6.0	6.0			Princess Helene von Racowitza, | an autobiography; | $c: authorised translation from the German, by Cecil Mar.		True	Princess Helene von Racowitza, an autobiography;	0.7580568236245896	0.009226399862035769
uc1.b4512667	Buchan, John	Buchan, John	1875-1940.	1910	1910	s	1910	    	New York;Doran;c1910.	1910		NotFiction|Adventure stories|Fiction|UnknownGenre	Scots|Clergy|Fiction in English, 1900-1945 - Texts|Fiction|Zulu (African people)|South Africa				nyu	6254090	2	10.0	6.0			Prester John, | $c: by John Buchan.		True	Prester John	0.13945356544480514	0.009032756831135014
uc2.ark+=13960=t8nc5ts38	Abbott, Eleanor Hallowell	Abbott, Eleanor Hallowell	b. 1872.	1910	1910	s	1910	    	Grosset & Dunlap;c1910	1910		Fiction|NotFiction				276625.0	xx 	6501204	1	6.0	6.0			Molly make-believe		True	Molly make-believe	0.04233209276677336	0.07790406944760847
uc1.$b358469	Phillips, David Graham	Phillips, David Graham	1867-1911.	1910	1910	s	1910	    	New York;Grosset & Dunlap;1910.	1910		Fiction				3895759.0	nyu	9478343	1	6.0	6.0			The husband's story : | a novel / | $c: by David Graham Phillips.		True	The husband's story : a novel	0.09577424400685493	0.002264991294868616
uc1.b3796889	Bennett, Arnold	Bennett, Arnold	1867-1931.	1910	1910	s	1910	    	Toronto;Bell & Cockburn;1910.	1910		Fiction|NotFiction	English fiction				   	10159390	1	6.0	6.0			Helen with the high hand; | an idyllic diversion.		True	Helen with the high hand; an idyllic diversion	0.04971314308780282	0.3297457202169907
coo.31924022000362	Atherton, Gertrude Franklin Horn	Atherton, Gertrude Franklin Horn	1857-1948.	1910	1910	s	1910	    	Leipzig;B. Tauchnitz;1910.	1910	Copyright ed.	Fiction|NotFiction				22945500.0	gw 	11406234	1	6.0	6.0	v.1	1.0	Tower of ivory; | a novel, | $c: by Gertrude Atherton.		True	Tower of ivory; a novel	0.08357355684477577	0.0013353902931297849
coo.31924022000370	Atherton, Gertrude Franklin Horn	Atherton, Gertrude Franklin Horn	1857-1948.	1910	1910	s	1910	    	Leipzig;B. Tauchnitz;1910.	1910	Copyright ed.	Fiction|NotFiction				22945500.0	gw 	11406234	1	6.0	6.0	v.2	2.0	Tower of ivory; | a novel, | $c: by Gertrude Atherton.		True	Tower of ivory; a novel	0.0	0.0
uc2.ark+=13960=t13n22v0b	Grenfell, Wilfred Thomason	Grenfell, Wilfred Thomason, Sir	1865-1940.	1911	1911	s	1911	    	New York;Fleming H. Revell;c1911.	1911			Labrador (N.L.)			480114.0	nyu	152125	4	6.0	6.0			Down North on the Labrador		True	Down North on the Labrador	0.5607109936947767	0.002408668541793676
mdp.39015059371875	Merrick, Leonard	Merrick, Leonard	1864-1939.	1911	1911	s	1916	    	New York;London;M, Kennerley;1916.	1916		Fiction|NotFiction	Great Britain|Fiction|Theater			1555394.0	nyu	156957	3	6.0	6.0			Conrad in quest of his youth, | an extravagance of temperament, | $c: by Leonard Merrick.		True	Conrad in quest of his youth, an extravagance of temperament	0.105128511346309	0.08359063345364216
uc2.ark+=13960=t19k4606m	Brady, Cyrus Townsend	Brady, Cyrus Townsend	1861-1920.	1911	1911	s	1911	    	New York;A. L. Burt company;1911	1911						6608003.0	nyu	281018	2	6.0	6.0			As the sparks fly upward		True	As the sparks fly upward	0.07090089353937341	0.015977528296650927
mdp.39015031225611	Bennett, Arnold	Bennett, Arnold	1867-1931.	1911	1911	s	1911	    	New York;E. P. Dutton & company;c1911	1911		Fiction	English fiction		PZ3.B438Den	1981726.0	nyu	429922	4	6.0	6.0			Denry the audacious, | $c: by Arnold Bennett.		True	Denry the audacious	0.234808934220106	0.14488514272099748
mdp.39015024469945	de France, Marie	de France, Marie	active 12th century.	1911	1911	s	1911	    	London;J. M. Dent & sons, ltd.;New York;E. P. Dutton & co.;1911	1911	Introduction.--I. Prologue by way of dedication.--II. The lay of Gugemar.--III. The lay of the dolorous knight.--IV. The lay of Eliduc.--V. The lay of the nightingale.--VI. The lay of Sir Launfal.--VII. The lay of the two lovers.--VIII. The lay of the were-wolf.--IX. The lay of the ash tree.--X. The lay of the honeysuckle.--XI. The lay of Equitan.--XII. The lay of Milon.--XIII. The lay of Yonec.--XIV. The lay of the thorn.--XV. The lay of Graelent.--XVI. A story of beyond the sea.--XVII. The ch	UnknownGenre|NotFiction	French literature|English literature|To 1500|Translations from French (Old French)|Translations into English		PQ1494.L3E6 1911	2849341.0	|||	1014647	2	6.0	6.0			French mediaeval romances from the lays of Marie de France, | $c: tr. by Eugene Mason.		True	French mediaeval romances from the lays of Marie de France	0.2276475844860557	0.9904167893396908
uc2.ark+=13960=t1jh3f35g	Kester, Vaughan	Kester, Vaughan	1869-1911.	1911	1911	s	1911	    	Indianapolis;The Bobbs-Merrill Company;c1911	1911					PZ3.K489P	284963.0	inu	6678330	4	6.0	6.0			The prodigal judge		True	The prodigal judge	0.019951108924373462	0.006506473162399965
uc2.ark+=13960=t10p12n34	Beerbohm, Max	Beerbohm, Max, Sir	1872-1956.	1911	1911	s	1911	    	New York;Boni and Liveright, inc.;c1911.	1911		Love stories|Fiction|College stories	Young women|College students|England|Fiction|Man-woman relationships|Oxford			2978095.0	nyu	7685613	1	7.0	6.0			Zuleika Dobson		True	Zuleika Dobson	0.07381993297312447	0.07527371466387893
uc2.ark+=13960=t80k27j15	James, Henry	James, Henry	1843-1916.	1911	1911	s	1911	    	London;Methuen & Co. ltd.;1911	1911		Fiction			PS2116.O8 1911a	3866758.0	enk	9259636	1	7.0	6.0			The outcry		True	The outcry	0.0960282503534971	0.6597961269248567
uva.x000957223	Merrick, Leonard	Merrick, Leonard	1864-1939.	1911	1911	s	1911	    	London and New York;M. Kennerley;1911.	1911		Fiction|NotFiction	English fiction		PZ3.M552Po2	1810254.0	xx 	9775799	1	8.0	6.0			The position of Peggy, | $c: by Leonard Merrick.		True	The position of Peggy	0.2736155479447412	0.07422306956689277
uc1.31158008560525	Ford, Ford Madox	Ford, Ford Madox	1873-1939.	1911	1911	 	1911	    	London;Constable;1911.	1911		Fiction|NotFiction				1429390.0	   	11719434	1	6.0	6.0			Ladies whose bright eyes : | a romance by Ford Madox Hueffer.		True	Ladies whose bright eyes : a romance by Ford Madox Hueffer	0.4342651766989955	0.4065111190153604
nyp.33433074816558	Ade, George	Ade, George	1866-1944.	1912	1912	s	1912	    	Garden City, N. Y.;Doubleday, Page & Co.;1912.	1912		UnknownGenre|NotFiction			PS1006.A6K6 1912	1075671.0	nyu	114406	5	6.0	6.0			Knocking the neighbors, | $c: by George Ade ... illustrated by Albert Levering.		True	Knocking the neighbors	0.2246167817114079	0.5549202210001286
mdp.39015031308953	Stephens, James	Stephens, James	1882-1950.	1912	1912	s	1912	    	London;Macmillan and co., limited;1912.	1912		Juvenile audience|Fiction|UnknownGenre|NotFiction			PZ3.S8337Cr	1427667.0	enk	1194583	1	10.0	6.0			The crock of gold,		True	The crock of gold	0.2140727885880567	0.09956619163200583
loc.ark+=13960=t5r78gb92	Andrews, Mary Raymond Shipman	Andrews, Mary Raymond Shipman	d. 1936.	1912	1912	s	1912	    	New York;C. Scribner's sons;1912.	1912		NotFiction	Fiction|Lincoln, Abraham|1809-1865		E457.9.A56	2761813.0	nyu	6522855	4	6.0	6.0			The counsel assigned		True	The counsel assigned	0.17885635378702253	0.003329985162222417
nyp.33433074971262	Locke, William John	Locke, William John	1863-1930.	1912	1912	s	1912	    	New York;Grosset & Dunlap;cop. 1912	1912		Fiction	English fiction			37259997.0	nyu	8669241	1	6.0	6.0			Stella Maris, | $c: by William J. Locke, illustrations by Frank Wiles.		True	Stella Maris	0.14858233022940265	0.013534873891209769
mdp.39015063517422	Burnett, Frances Hodgson	Burnett, Frances (Hodgson)	1849-1924.	1913	1913	s	1913	    	New York;A. L. Burt company;1913	1913		Fiction|NotFiction				5452400.0	nyu	284002	1	6.0	6.0			T. Tembarom / | $c: by Frances Hodgson Burnett ; with four illustrations by Charles S. Chapman.		True	T. Tembarom	0.07990810812535662	0.010673557372683823
uc2.ark+=13960=t5j961j3j	Churchill, Winston	Churchill, Winston, Sir	1871-1947.	1913	1913	s	1913	    	New York;The Macmillan Company;1913.	1913		Fiction			PZ3.C474I	270931.0	nyu	663349	5	6.0	6.0			The inside of the cup		True	The inside of the cup	0.023434728571273884	0.003230948605506469
nyp.33433066593504	White, Stewart Edward	White, Stewart Edward	1873-1946.	1913	1913	s	1913	    	Garden City, New York;Doubleday, Page & Company;1913.	1913		NotFiction	Description and travel|Africa, East|Hunting|Kenya	Kenya		414440.0	nyu	8686594	1	6.0	6.0			African camp fires.		True	African camp fires	0.7568114901498734	0.051653485378444185
uva.x000334949	Leacock, Stephen	Leacock, Stephen	1869-1944.	1913	1913	s	1913	    	London;J. Lane;New York;John Lane company;1913.	1913	5th ed.	UnknownGenre|NotFiction				698011.0	   	9794494	1	7.0	6.0			Literary lapses, | $c: by Stephen Leacock.		True	Literary lapses	0.7391341273665257	0.1039949289326462
nc01.ark+=13960=t70v9kk1w	Porter, Eleanor H	Porter, Eleanor H. (Eleanor Hodgman)	1868-1920.	1913	1913	s	1913	    	Boston;The Page Company;1913, 1914 printing.	1913		Juvenile audience|NotFiction|Fiction|UnknownGenre	Aunts|Fiction|Cheerfulness|Vermont|Conduct of life|Interpersonal relations|History|Juvenile fiction|20th century|Orphans			30961618.0	mau	12192622	1	8.0	6.0			Pollyanna		True	Pollyanna	0.23061478063711804	0.16840855135653826
uc1.b3322748	Herrick, Robert	Herrick, Robert	1868-1938.	1914	1914	s	1914	    	Boston;New York;Houghton Mifflin Company;1914.	1914		NotFiction				1022572.0	nyu	483095	4	7.0	6.0			Clark's field, | $c: by Robert Herrick.		True	Clark's field	0.03116532738119148	0.2049108801708699
uc1.b4082378	Wells, H. G. (Herbert George)	Wells, H. G. (Herbert George)	1866-1946.	1914	1914	s	1914	    	New York;E. P. Dutton & company;1914.	1914		Fiction			PR5774.W65 1914b	1401787.0	nyu	1188113	6	6.0	6.0			The world set free : | a story of mankind / | $c: by H. G. Wells.		True	The world set free : a story of mankind	0.4119133501779535	0.011309233276910094
mdp.39015030387008	Tagore, Rabindranath	Tagore, Rabindranath	1861-1941.	1914	1914	s	1914	    	London;Macmillan and co., limited;1914.	1914		NotFiction				6858040.0	enk	1725628	2	6.0	6.0			The king of the dark chamber / | $c: by Rabindranath Tagore ; translated into English by the author.		True	The king of the dark chamber	0.047088741986913714	0.4449245388734393
uc1.b3562024	Atherton, Gertrude Franklin Horn	Atherton, Gertrude Franklin Horn	1857-1948.	1914	1914	s	1914	    	New York;Frederick A. Stokes company;1914	1914		Fiction			PZ3.A869Pe		nyu	10118745	1	6.0	6.0			Perch of the devil / | $c: by Gertrude Atherton.		True	Perch of the devil	0.1880559840139296	0.011555748687110031
mdp.39015005711273	Burnett, Frances Hodgson	Burnett, Frances (Hodgson)	1849-1924.	1915	1915	s	1915	    	New York;A. L. Burt company;1915	1915		Fiction				16533034.0	nyu	587705	1	6.0	6.0			The lost prince, | $c: by Frances Hodgson Burnett, with illustrations by Maurice L. Bower.		True	The lost prince	0.03702217639153632	0.09866603100577626
uc2.ark+=13960=t84j0db25	Marshall, Archibald	Marshall, Archibald	1866-1934.	1915	1915	s	1915	    	New York;Dodd, Mead and company;1915.	1915		Fiction|NotFiction			PZ3.M3555Ol	2071791.0	nyu	630664	2	6.0	6.0			The old order changeth;		True	The old order changeth;	0.08884829772655367	0.012529817437115048
mdp.39015048903515	Marshall, Archibald	Marshall, Archibald	1866-1934.	1915	1915	s	1915	    	London;S. Paul & co.;1915	1915		Fiction|NotFiction	Utopias|Fiction|English fiction			6175150.0	enk	632082	1	6.0	6.0			Upsidonia.		True	Upsidonia	0.2494346500568577	0.09827572963815133
uc1.b4083049	White, Stewart Edward	White, Stewart Edward	1873-1946.	1915	1915	s	1915	    	Garden City, New York;Doubleday, Page & Co.;c1915.	1915		Fiction	Fiction		PS3545.H6G7 1915	686877.0	nyu	3162622	2	6.0	6.0			The gray dawn, | $c: by Stewart Edward White; illustrated by Thomas Fogarty.		True	The gray dawn	0.06808484216628177	0.06375678921712873
uc2.ark+=13960=fk8kd1r25j	Wilson, Harry Leon	Wilson, Harry Leon	1867-1939.	1915	1915	s	1915	    	Garden City, N.Y.;Doubleday, Page & Co.;1915.	1915		Fiction|NotFiction			PZ3.W693Ru	2927580.0	nyu	4485633	1	6.0	6.0			Ruggles of Red Gap		True	Ruggles of Red Gap	0.033071872217198636	0.03284684343859009
nyp.33433074346028	Gorky, Maksim	Gorky, Maksim	1868-1936.	1915	1915	s	1915	    	New York;The Century Co.;1915.	1915		Autobiography|NotFiction			PG3465.A32 1915	3099368.0	nyu	6149200	3	12.0	6.0			My childhood,		True	My childhood	0.2686029649192657	0.44756097825310265
nyp.33433040139044	Hopkins, Annette Brown	Hopkins, Annette Brown	b. 1879.	1915	1915	s	1915	    	Boston;New York [etc.;Ginn and company;c1915	1915		Bibliographies|NotFiction	English fiction		PR1285.H5		mau	8612003	1	6.0	6.0			The English novel before the nineteenth century; | excerpts from representative types, | $c: selected by Annette Brown Hopkins [and] Helen Sard Hughes.		True	The English novel before the nineteenth century; excerpts from representative types	0.0006146245474988716	0.0014410110579709749
njp.32101074760453	Burgess, Thornton W. (Thornton Waldo)	Burgess, Thornton W. (Thornton Waldo)	1874-1965.	1915	1915	s	1915	    	Boston;Little, Brown;1915.	1915		Juvenile audience|Fiction|NotFiction	Animals, Legends and stories of|Juvenile fiction|Children's stories, American|Animals			19900672.0	mau	9024172	2	6.0	6.0			"Mother West Wind ""why"" stories,"		True	"Mother West Wind ""why"" stories"	0.05220370085382866	0.9287089054468928
nyp.33433074872155	Hudson, W. H. (William Henry)	Hudson, W. H. (William Henry)	1841-1922.	1916	1916	s	1919	    	New York;Alfred A. Knopf;1916.	1916	El Ombú. -- Story of a piebald horse. -- Pelino Viera's confession. -- Niño Diablo. -- Marta Riquelme. -- Tecla and the little men. -- Appendix to El Ombú.	Juvenile audience|Fiction	Short stories|Fiction	Pampas (Argentina)		13625821.0	nyu	167682	3	6.0	6.0			Tales of the Pampas / | $c: by W.H. Hudson.		True	Tales of the Pampas	0.1953641369363951	0.003297547012022295
mdp.39015029761593	Hewlett, Maurice	Hewlett, Maurice Henry	1861-1923.	1916	1916	s	1916	    	London [etc.;Ward, Lock & co.;1916.	1916		Fiction|NotFiction				1914117.0	enk	483158	1	6.0	6.0			Frey and his wife, | $c: by Maurice Hewlett [illustrations by maurice Greiffenhagen]		True	Frey and his wife	0.04856118837993367	0.035203166301370645
loc.ark+=13960=t49p3xd27	Marquis, Don	Marquis, Don	1878-1937.	1916	1916	s	1916	    	New York [etc.;D. Appleton and company;1916.	1916		UnknownGenre|NotFiction			PS3525.A67H4 1916	1216028.0	nyu	632590	3	6.0	6.0			Hermoine and her little group of serious thinkers		True	Hermoine and her little group of serious thinkers	0.3465354305742334	0.0006995574906079846
uc1.b3377691	Young, Walter H	Young, Walter H		1916	1916	s	1916	    	London;J. Lane;1916.	1916		NotFiction	Description and travel|Banks and banking	South America|East Asia		616584.0	enk	780474	4	6.0	6.0			A merry banker in the Far East (and South America) | $c: by Walter H. Young (Tarapacá) with thirty-six illustrations.		True	A merry banker in the Far East (and South America)	0.6739528185309934	0.015392380560907663
mdp.39015030039948	Conrad, Joseph	Conrad, Joseph	1857-1924.	1921	1921	s	1921	    	Garden City, N.Y.;Toronto;Doubleday, Page & company;1921.	1921		Fiction|NotFiction	Islands|Good and evil|Man-woman relationships|Fiction		PZ3.C764V4	362869.0	nyu	1020288	1	18.0	17.0			Victory, | $c: by Joseph Conrad.		True	Victory	0.039381877276485976	0.0010326165192432119
mdp.39015019187809	Cather, Willa	Cather, Willa	1873-1947.	1923	1923	s	1923	    	New York|Grosset & Dunlap|1923	1923		Fiction|NotFiction	Social life and customs|Fiction			43515932.0	nyu	624018	3	12.0	12.0			A lost lady, | $c: by Willa Cather.		True	A lost lady	0.0	0.0
nyp.33433074972435	Lewis, Sinclair	Lewis, Sinclair	1885-1951.	1922	1922	s	1922	    	New York;Grosset & Dunlap;c1922.	1922		Satire|Psychological fiction|Bibliographies|NotFiction|Fiction	Middle-aged men|Conformity|Fiction|Businessmen			11111004.0	nyu	8682347	1	15.0	11.0			Babbitt / | $c: by Sinclair Lewis.		True	Babbitt	0.23544690494710346	0.08927896104589468
