docid	oldauthor	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprint	imprintdate	contents	genres	subjects	geographics	locnum	oclc	place	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle	nonficprob	juvenileprob
uiuo.ark+=13960=t17m0741m	Hamsun, Knut	Hamsun, Knut	1859-1952.	1920	1920	s	1920	    	London;Gyldendal;1920	1920		Fiction|UnknownGenre|NotFiction			PT8950.H3M32 1920	1835845.0	enk	8720091	1	13.666666666666668	10.666666666666668			Growth of the soil		True	Growth of the soil	0.265820194055738	0.019104604806994014
mdp.39015030742020	Douglas, Norman	Douglas, Norman	1868-1952.	1920	1920	q	1920	1929	New York|The Modern library|192-?	"<estimate=""[192-?]"">"		UnknownGenre|NotFiction				365099.0	nyu	1909984	2	12.0	10.0			South wind, | $c: by Norman Douglas...		True	South wind	0.2854499644239791	0.014359698513973925
mdp.39015048709714	De la Mare, Walter	De la Mare, Walter	1873-1956.	1921	1921	s	1921	    	London [etc.;W. Collins sons & co., ltd.;1921	1921		NotFiction|Psychological fiction|Fiction|UnknownGenre|Bildungsromans	Circus performers|Difference (Psychology)|Young women|Short people|Fiction|Dwarfs		PZ3.D3702Me	1726056.0	enk	485438	1	10.0	10.0			Memoirs of a midget, | $c: by Walter De La Mare.		True	Memoirs of a midget	0.09541340986601053	0.376621742023268
mdp.39015000636111	Lewis, Sinclair	Lewis, Sinclair	1885-1951.	1925	1925	s	1925	    	New York|P. F. Collier|c1925.	1925		Medical novels|Satire|NotFiction|Novel|Bibliographies|Fiction	Physicians|Fiction			1922609.0	nyu	538061	2	14.0	10.0			Arrowsmith / | $c: Sinclair Lewis.		True	Arrowsmith	0.3971945500226773	0.03690264542027654
uc1.32106010568639	Hemingway, Ernest	Hemingway, Ernest	1899-1961.	1929	1929	s	1929	    	New York|Scribner|1929.	1929		Bibliographies|Fiction|NotFiction	Campaigns|Italy|World War, 1914-1918|Fiction			3385032.0	nyu	7123203	1	12.0	9.0			A farewell to arms.		True	A farewell to arms	0.0935063464250462	0.1263586737102805
uc1.b3548195	Conrad, Joseph	Conrad, Joseph	1857-1924.	1923	1923	m	1923	1925	London|J.M. Dent|1923-1925.	1923-1925	Uniform ed.|[1] Almayer'folly. Tales of unrest -- [2] The arrow of gold -- [3] Chance -- [4] The inheritors -- [5] Lord Jim --[6] The mirror of the sea. A personal record -- [7] The nigger of Narcissus. Typhoon -- [8] Nostromo -- [9] Notes on life & letters -- [10] An outcast of the islands -- [11] The rescue -- [12] Romance -- [13] The rover -- [14] The secrete agent -- [15] A set of six -- [16] The shadow line. Within the tides -- [17] 'Twixt land and sea tales -- [18] Under western eyes -- [	Adventure stories|NotFiction|Novel|Bibliographies|Fiction	Merchant marine|Officers|Fiction|Travel|Indonesia|British|Atonement|Cowardice			19744061.0	enk	6155991	1	19.0	10.0	v.5	5.0	The works of Joseph Conrad.	Lord Jim	True	Lord Jim	0.12804021327102105	0.013802685322948904
uc1.b3687728	Gale, Zona	Gale, Zona	1874-1938.	1920	1920	s	1920	    	New York;London;D. Appleton and company;1920.	1920		Bibliographies|Fiction|NotFiction			PZ3.G1319Mi	284467.0	nyu	559352	4	9.0	8.0			Miss Lulu Bett, | $c: by Zona Gale ...		True	Miss Lulu Bett	0.03192545554894785	0.03447170251100344
nyp.33433076079080	Wharton, Edith	Wharton, Edith	1862-1937.	1920	1920	s	1920	    	New York [etc.;D. Appleton and Company;1920.	1920		Domestic fiction|NotFiction|Bibliographies|Love stories|Fiction|UnknownGenre	Marriage|Married people|Nobility|Fiction|New York|New York (State)|Upper class|Man-woman relationships|Separated people|Triangles (Interpersonal relations)			891210.0	nyu	1029666	5	15.0	8.0			The age of innocence, | $c: by Edith Wharton ...		True	The age of innocence	0.15332446928757262	0.0016058998923180019
uc1.$b87340	Galsworthy, John	Galsworthy, John	1867-1933.	1924	1924	s	1924	    	New York|Grosset & Dunlap|1924	1924		Fiction|NotFiction				1131852.0	nyu	481329	3	9.0	8.0			The white monkey, | $c: by John Galsworthy.		True	The white monkey	0.12689920375821204	0.0028189868815164817
mdp.39015000557705	Kafka, Franz	Kafka, Franz	1883-1924.	1937	1924	s	1937	    	New York|A. A. Knopf|1937.	1937		Bibliographies|Fiction|UnknownGenre|NotFiction	Totalitarianism|Trials|Fiction		PZ3.K11Tr2	537526.0	nyu	1209939	1	15.0	8.0			The trial,.		True	The trial	0.16472204844907626	0.01436663158950833
mdp.39076006881184	Proust, Marcel	Proust, Marcel	1871-1922.	1925	1922	s	1925	    	New York|Modern Library|c1925.	1925		Fiction|UnknownGenre|Autobiographical fiction	Social life and customs|Fiction		PQ2631.R63G8	4958160.0	nyu	9917954	1	11.0	8.0			The Guermantes way / | $c: by Marcel Proust ; translated by C. K. Scott Moncrieff.		True	The Guermantes way	0.2881290918299733	0.005510806451974948
mdp.39015003941039	Glasgow, Ellen Anderson Gholson	Glasgow, Ellen Anderson Gholson	1873-1945.	1925	1925	s	1925	    	New York|Grosset & Dunlap|c1925.	1925		Fiction|NotFiction	Piedmont (U.S. : Region)|Fiction|Country life|Virginia			285603.0	nyu	392648	2	10.0	9.0			Barren ground, | $c: by Ellen Glasgow.		True	Barren ground	0.09318579096993096	0.02085547562296909
uiuo.ark+=13960=t1mg7jq62	France, Anatole	France, Anatole	1844-1924.	1922	1922	s	1922	    	New York;Dodd, Mead;1922.	1922		Fiction				9049131.0	nyu	7659715	3	8.0	8.0			At the sign of the Reine P??dauque		True	At the sign of the Reine P??dauque	0.25601110567077634	0.05764050594294804
uc1.b3321998	Conrad, Joseph	Conrad, Joseph	1857-1924.	1920	1920	s	1920	    	London;Toronto;J. M. Dent & Sons, Ltd.;Paris;J.M. Dent et fils;1920.	1920		Fiction|NotBiographical|NotFiction				15669368.0	enk	667859	1	11.0	7.0			The rescue : | a romance of the shallows / | $c: by Joseph Conrad.		True	The rescue : a romance of the shallows	0.04489159782646311	0.0014572854570134026
mdp.39015063926870	Tarkington, Booth	Tarkington, Booth	1869-1946.	1922	1922	s	1922	    	Garden City, N. Y.;Doubleday, Page & company;1922.	1922	1st ed.	Fiction|NotFiction			PZ3.T175Ge	275571.0	nyu	123862	4	7.0	7.0			Gentle Julia / | $c: by Booth Tarkington ; illustrated by C. Allan Gilbert and Worth Brehm.		True	Gentle Julia	0.14813366951064527	0.6236178460485932
miun.ahq2342.0001.001	Walpole, Hugh	Walpole, Hugh, Sir	1884-1941.	1922	1922	s	1922	    	New York;Grosset & Dunlap;c1922	1922		Fiction|UnknownGenre				296546.0	nyu	1775790	4	8.0	7.0			The cathedral ; | a novel / | $c: by Hugh Walpole ...		True	The cathedral ; a novel		
mdp.39015008251194	Wilder, Thornton	Wilder, Thornton	1897-1975.	1927	1927	s	1927	    	New York|A. & C. Boni|1927.	1927		Fiction|UnknownGenre|Historical fiction|NotFiction	Peru|Accident victims|Bridges|Accidents|Fiction			424233.0	nyu	1776096	3	12.0	7.0			The bridge of San Luis Rey... | $c: illustrated by Amy Drevenstedt.		True	The bridge of San Luis Rey	0.2547641939566418	0.4629810170780332
pst.000016058811	Wolfe, Thomas	Wolfe, Thomas	1900-1938.	1929	1929	t	1988	1929	New York|Macmillan|1988?], c1929.	1988	1st Scribner/Macmillan Hudson River ed.	Fiction|UnknownGenre|Bildungsromane|NotFiction	Gorsline, Douglas W|Mountain life|Fiction|Families|Boys|North Carolina|1913-1985			19853001.0	xx 	2868480	1	11.0	7.0			Look homeward, angel : | a story of the buried life / | $c: by Thomas Wolfe ; with an introduction by Maxwell E. Perkins.		True	Look homeward, angel : a story of the buried life	0.4132502502860511	0.1302562907932085
uva.x030581232	Galsworthy, John	Galsworthy, John	1867-1933.	1922	1922	s	1922	    	New York;C. Scribner's sons;1923	1923		Novel|Fiction|NotFiction	Women|England|Social life and customs|Fiction|Families|Middle class|Forsyte family (Fictitious characters)|19th century|20th century		PZ3.G139Fo	365570.0	nyu	9775723	1	14.666666666666664	9.666666666666666			The Forsyte saga, | $c: by John Galsworthy.		True	The Forsyte saga	0.08645043808052219	0.008587120386226707
mdp.39015008982822	Conrad, Joseph	Conrad, Joseph	1857-1924.	1923	1923	s	1923	    	Garden City, N.Y.|Doubleday, Page & Company|1923.	1923		NotFiction|Bibliographies|Fiction|Publishers' advertisements			PZ3.C764Rov	362894.0	nyu	666986	1	8.0	8.0			The rover / | $c: by Joseph Conrad.		True	The rover	0.011618412205546387	0.002857701032681216
nyp.33433074872171	Hudson, W. H. (William Henry)	Hudson, W. H. (William Henry)	1841-1922.	1920	1920	s	1920	    	New York;E.P. Dutton and Company;c1920.	1920		Fiction|NotFiction	Queen Consort of Edgar|945?-1000|Birds|Ælfthryth|945?-1000. [from old catalog]|????lfthryth|queen consort of Edgar, 945?-1000|Queen consort of Edgar|queen consort of Edgar|AElfthryth			2026133.0	nyu	116279	2	6.0	6.0			Dead Man's Plack and An old thorn / | $c: by W. H. Hudson.		True	Dead Man's Plack and An old thorn	0.3470286028175617	0.0037145551729171854
yale.39002067737370	Hale, Louise Closser	Hale, Louise Closser	1872-1933.	1920	1920	s	1920	    	New York;London;Harper & brothers;1920.	1920		NotFiction	Description and travel	London (England)	DA684.H25	977943.0	nyu	235270	6	6.0	6.0			An American's London.		True	An American's London	0.5741384013318337	0.03676588869522581
uc1.b3322485	Hewlett, Maurice Henry	Hewlett, Maurice Henry	1861-1923.	1920	1920	s	1920	    	New York;H. Holt and company;1920.	1920		Fiction|NotFiction	998-1030|Fiction|Þormóðr Berason Kolbrúnarskáld|Pormókr Berason Kolbrúnarskáld		PZ3.H498Lig	3945313.0	nyu	437866	4	6.0	6.0			The light heart, | $c: by Maurice Hewlett.		True	The light heart	0.019390947170920263	0.1961290526022376
uva.x000098188	Conrad, Joseph	Conrad, Joseph	1857-1924.	1920	1920	s	1920	    	Garden City;Doubleday, Page& co.;1916	1916		Fiction|NotFiction	1873-1939|joint author|Ford, Ford Madox		PZ3.C764Ro5	703519455.0	xx 	9775968	1	6.0	6.0			Romance, | a novel		True	Romance, a novel	0.11036279948603164	0.005717376041809291
uc2.ark+=13960=t1hh6c669	Hutchinson, A. S. M	Hutchinson, A. S. M. (Arthur Stuart-Menteth)	1880-1971.	1921	1921	s	1921	    	Boston;Little, Brown, and company;1921.	1921		Fiction				365327.0	mau	480185	4	6.0	6.0			If winter comes		True	If winter comes	0.016351630616331072	0.003989440483528632
uc1.b4088507	Schnitzler, Arthur	Schnitzler, Arthur	1862-1931.	1921	1921	s	1921	    	New York;Privately printed for subscribers only;1921.	1921		Fiction|UnknownGenre|NotFiction	Fiction|Casanova, Giacomo|1725-1798			9841915.0	nyu	6150142	3	7.0	6.0			Casanova's homecoming / | $c: by Arthur Schnitzler.		True	Casanova's homecoming	0.06603955910026467	0.01902636077604164
loc.ark+=13960=t12n5gh2m	Towne, Charles Hanson	Towne, Charles Hanson	1877-1949.	1921	1921	s	1921	    	New York;Century Co.;c1921.	1921			Description and travel|Long Island (N.Y.)		F127.L8T64	1415420.0	nyu	6568457	6	6.0	6.0			Loafing down Long Island		True	Loafing down Long Island	0.9564784880972068	0.4639388676584157
uc1.b3688030	Chappell, George S. (George Shepard)	Chappell, George S. (George Shepard)	1877-1946. 	1921	1921	s	1921	    	New York;London;G. P. Putnam's sons;c1921	1921		NotFiction			PS3505.H44C7 1921		xx 	10137142	1	6.0	6.0			The cruise of the Kawa; wanderings in the South seas, | $c: by Walter E. Traprock, F.R.S.S.E.U. [pseud.]		True	The cruise of the Kawa; wanderings in the South seas	0.6104291945334915	0.25894836066604393
inu.30000114420304	Hergesheimer, Joseph	Hergesheimer, Joseph	1880-1954.	1922	1922	s	1922	    	Garden City, N.Y.;Garden City Pub. Co.;1922.	1922		Fiction|UnknownGenre				6539533.0	nyu	11823418	1	6.0	6.0			The bright shawl / | $c: Joseph Hergesheimer.		True	The bright shawl	0.21176575618893267	0.017238506736962797
njp.32101065310615	Apuleius	Apuleius		1923	1923	s	1923	    	London|J. Lane|1923.	1923		Fiction|UnknownGenre|NotFiction	Mythology, Classical|Metamorphosis|Latin fiction|Translations into English|Fiction			2993185.0	enk	8923769	1	7.0	6.0			The golden asse of Apuleius / | $c: translated out of Latin by William Adlington with an introduction by E. B. Osborn and illustrated in colour and black and white by Jean de Bosschère.		True	The golden asse of Apuleius	0.5007167347076492	0.9805207345775968
uc1.b3688400	Cabell, James Branch	Cabell, James Branch	1879-1958.	1923	1923	s	1923	    	London|J. Lane|1923	1923	First English unillustrated edition.	Fiction|NotFiction				806964422.0	enk	10137367	1	6.0	6.0			Jurgen : | a comedy of justice / | $c: Branch Cabell ; with an introd. by Hugh Walpole.		True	Jurgen : a comedy of justice	0.1418531882048634	0.0646936352540838
pst.000045746857	Tarkington, Booth	Tarkington, Booth	1869-1946.	1925	1925	t	1971	1925	Freeport, N.Y.|Books for Libraries Press|1971, c1925].	1971		Fiction|NotFiction			PZ3.T175Wo5PS2972	2611731.0	xxu	7049009	1	6.0	6.0			Women.		True	Women	0.0	0.0
inu.32000002530261	Webb, Mary Gladys Meredith	Webb, Mary Gladys Meredith	1881-1927.	1926	1926	r	1926	    	New York|E.P. Dutton & Company|1926], 1930.	1926		Fiction|UnknownGenre|NotFiction			PZ3.W3825Pr	765283.0	nyu	6059843	1	7.0	6.0			Precious bane, | $c: a novel by Mary Webb ...		True	Precious bane	0.2342538894029521	0.02902444298594802
umn.31951d001342781	Dreiser, Theodore	Dreiser, Theodore	1871-1945.	1926	1926	s	1926	    	New York|The Sun Dial Press|c1926	1926		Bibliographies|Fiction|UnknownGenre|NotFiction	United States|Young men|Social values|Social classes|Fiction|Fiction|1865-1918|Working class|American literature|Social life and customs|Trials (Murder)|Triangles (Interpersonal relations)			833611.0	nyu	7474146	1	12.0	6.0			An American tragedy.		True	An American tragedy	0.3285475090037948	0.018355873110342414
uc1.32106006000209	Undset, Sigrid	Undset, Sigrid	1882-1949.	1929	1929	s	1929	    	New York|A. A. Knopf|1929.	1929		Fiction|NotFiction	Women|Fiction	Norway		166494905.0	nyu	7127610	1	6.0	6.0			Kristin Lavransdatter: | The bridal wreath, The mistress of Husaby, The cross		True	Kristin Lavransdatter: The bridal wreath, The mistress of Husaby, The cross	0.03385271996074637	0.06167603645468624
mdp.39015014878899	Yezierska, Anzia	Yezierska, Anzia	1880?-1970.	1975	1925	c	1975	1925	New York|Persea Books|1975] c1925.	1975		Fiction				2822503.0	nyu	704754	1	6.0	6.0			Bread givers : | a novel : a struggle between a father of the Old World and a daughter of the New / | $c: by Anzia Yezierska ; with an introd. by Alice Kessler Harris.		False	Bread givers : a novel : a struggle between a father of the Old World and a daughter of the New	0.5095432146821149	0.012519898514507018
uc1.32106015187377	Conrad, Joseph	Conrad, Joseph	1857-1924.	1921	1921	c	1921	    	Garden City, N.Y.;Doubleday, Page & Company;c1921, 1924.	1921		Bibliographies|Fiction|NotFiction				254440184.0	   	7123697	1	10.0	6.0			Typhoon, | and other stories, by Joseph Conrad.		True	Typhoon, and other stories, by Joseph Conrad	0.16614322328776854	0.013737272369777372
mdp.39015066053649	Conrad, Joseph	Conrad, Joseph	1857-1924.	1923	1923	s	1923	    	Garden City, N.Y.|Doubleday, Page & co.|1923.	1923		Fiction|NotFiction	1904-1914|Fiction|History			34186704.0	nyu	666960	1	9.0	7.0			Under western eyes ...		True	Under western eyes	0.07086243564654222	0.0016478558396022976
yul.12249800_002_00	Proust, Marcel	Proust, Marcel	1871-1922.	1924	1922	s	1924	    	London|Chatto & Windus|1924.	1924		Autobiographical fiction|NotFiction|Psychological fiction|Stream of consciousness fiction|Fiction|UnknownGenre|Bildungsromans	Social life and customs|France|Villages|Fiction|19th century	France	PQ2631.R63A53 1924	915042951.0	enk	100775603	1	10.0	6.0	Online book (v. 2)	2.0	Within a budding grove | $c: by Marcel Proust, translated by C. K. Scott Moncrieff.		True	Within a budding grove	0.0	0.0
mdp.39015065549738	Mrs., Sanchez, Nellie (Van de Grift)	Sanchez, Nellie (Van de Grift), Mrs	1856-1935.	1920	1920	s	1920	    	London;Chatto & Windus;1920.	1920		Biography|NotFiction	1840-1914|Stevenson, Fanny Van de Grift|IsBiographical|Stevenson, Fanny Van de Grift Osbourne			1327196.0	enk	123235	1	5.0	5.0			The life of Mrs. Robert Louis Stevenson, | $c: by Nellie Van de Grift Sanchez.		True	The life of Mrs. Robert Louis Stevenson	0.8654669160721468	0.11470821397033865
uc2.ark+=13960=t3fx76b31	Stephens, Kate	Stephens, Kate	1853-1938.	1920	1920	s	1920	    	Lawrence, Kan.;Alumni association of the University of Kansas;1920.	1920					PS3537.T38L5 1920	2904724.0	ksu	123801	5	5.0	5.0			Life at Laurel Town in Anglo-Saxon Kansas		True	Life at Laurel Town in Anglo-Saxon Kansas	0.33066195467423515	0.005161485979429732
uc2.ark+=13960=fk0ms3k234	Tarbell, Ida M	Tarbell, Ida M. (Ida Minerva)	1857-1944.	1920	1920	s	1920	    	New York;The Macmillan company;1920.	1920			1809-1865|IsBiographical|Fiction|Lincoln, Abraham		E457.9.T17	2801599.0	nyu	318187	5	5.0	5.0			In Lincoln's chair		True	In Lincoln's chair	0.19155911192946065	0.00032544998413104907
wu.89098869431	Mrs., Aldrich, Thomas Bailey	Aldrich, Thomas Bailey, Mrs	d. 1927.	1920	1920	s	1920	    	Boston;New York;Houghton Mifflin company;c1920	1920		Biography|NotFiction	Aldrich, Thomas Bailey|1836-1907			276018.0	mau	384568	1	5.0	5.0			Crowding memories, | $c: by Mrs. Thomas Bailey Aldrich ...		True	Crowding memories	0.5320416473729684	4.066565715282887e-06
uc2.ark+=13960=t9g450491	Galsworthy, John	Galsworthy, John	1867-1933.	1920	1920	s	1920	    	New York;C. Scribner's Sons;c1920	1920					PZ7.G139Aw	1138989.0	nyu	432054	4	5.0	5.0			Awakening		True	Awakening	0.07468704733624673	0.431731486177218
uc2.ark+=13960=t50g3hb57	Huneker, James	Huneker, James	1857-1921.	1920	1920	s	1920	    	New York;Boni and Liveright;c1920	1920		Fiction			PS2044.H4P3 1920	376492.0	nyu	1027478	1	5.0	5.0			Painted veils		True	Painted veils	0.10657210031087196	0.04379718236145919
mdp.39015037368027	France, Anatole	France, Anatole	1844-1924.	1920	1920	s	1920	    	London;John Lane;1920.	1920		Fiction|NotFiction			PQ2254P3513	1138677.0	enk	1207259	2	5.0	5.0			Little Pierre, | $c: by Anatole France; a translation by J. Lewis May.		True	Little Pierre	0.4077833675839572	0.04070179991863971
uc2.ark+=13960=t8rb6x19h	Stephens, James	Stephens, James	1882-1950.	1920	1920	s	1920	    	London;Macmillan & Co. Ltd.;1920.	1920		Fiction|Juvenile audience|NotFiction	Folklore|Ireland|Fairy tales			11084921.0	enk	1982496	2	5.0	5.0			Irish fairy tales		True	Irish fairy tales	0.09662874023161416	0.3856303356670791
uc1.b4102474	Leacock, Stephen	Leacock, Stephen	1869-1944.	1920	1920	s	1920	    	New York;John Lane company;London;John Lane; [etc., etc.;1920.	1920	Winsome Winnie; or, Trial and temptation.--John and I; or How I nearly lost my husband.--The split in the cabinet; or, The fate of England.--Who do you think did it? or, The mixed-up murder mystery.--Broken barriers; or, Red love on a blue island.--The kidnapped plumber; a tale of the new time.--The blue and the grey; a pre-war war story.--Buggam Grange; a good old ghost story.	Fiction	Parodies|Humorous stories, Canadian		PR6023.E15W5 1920	123173105.0	nyu	6155096	1	5.0	5.0			Winsome Winnie, | and other new nonsense novels, | $c: by Stephen Leacock.		True	Winsome Winnie, and other new nonsense novels	0.19746955517862544	0.10308983874302087
