docid	recordid	oclc	locnum	author	authordate	imprint	inferreddate	datetype	startdate	enddate	imprintdate	place	enumcron	materialtype	language	subjects	genres	geographics	contents	title
inu.39000005800722	006932467	4890203		Roberts, Leonard (Leonard Ward),	1912-	Berea, Ky.|Council of the Southern Mountain Workers|c1954.	1954	s	1954	    	1954	kyu		monograph	eng	Folklore|Southern States	Fiction			I bought me a dog, and other folktales from the southern mountains.
inu.30000118305014	006934096	4251828				New York|G. Melcher|1945.	1945	r	1945	1794	1945	nyu		monograph	eng	Nursery rhymes	Fiction|Juvenile audience		The second Worcester edition.	Mother Goose's melody : | or, Sonnets for the cradle : in two parts, part I contains the most celebrated songs and lullabies of the good old nurses, calculated to amuse children and to excite them to sleep;  part II those of that sweet songster and nurse of wit and humour, Master William Shakespeare / | $c: embellished with cuts, and illustrated with notes and maxims, historical, philosophical, and critical.
inu.30000118630932	006953411	3882126	PZ8.1.J462Jau			New York|Holiday house|1935.	1935	s	1935	    	1935	nyu		monograph	eng		Fiction|Juvenile audience			Jaufry the knight and the fair Brunissende; | $c: newly revised from the original Provencal by Vernon Ives; decorations by John Atherton.
inu.30000011393729	007018427	1403590	PG3343.K312	Pushkin, Aleksandr Sergeevich,	1799-1837.	New York, N.Y.|International Universities Press, inc.|1946	1946	s	1946	    	1946	nyu		monograph	eng	Fiction|History | Fiction|d. 1775|Catherine II, 1762-1796|Pugachev, Emelʹi͡an Ivanovich	Fiction	Russia		The captain's daughter, | $c: by A.S. Pushkin, edited with introduction, historical, literary and translation notes, and complete vocabulary, rendering the precise meaning of Russian words as used by Pushkin, by Nicholas N. Sergievsky ...
pst.32239001520770	007068150	5716771				Washington|U.S. Department of Health, Education and Welfare, National Institutes of Health|1979.	1979	s	1979	    	1979	us 		monograph	eng	Congresses|Arthritis|Long-Term Care|Chronic Disease	Fiction			Public policy and chronic disease : | a forum sponsored by the National Arthritis Advisory Board / | $c: U.S. Department of Health, Education and Welfare, Public Health Service, National Institutes of Health.
uc1.32106005614141	007103992	2237622		Sturgis, Howard Overing,	1855-1920.	New York|AMS Press|1976.	1976	r	1976	1905	1976	nyu		monograph	eng		Fiction			Belchamber / | $c: by Howard Overing Sturgis.
uc1.32106007794156	007105250	1376046		Mathews, Harry,	1930-	New York|Random House|1962	1962	s	1962	    	1962	nyu		monograph	eng		Fiction			The conversions / | $c: Harry Mathews.
uc1.32106009834950	007107395	4985377		Gogolʹ, Nikolaĭ Vasilʹevich,	1809-1852.	New York|A.S. Barnes|1960, c1951.	1960	c	1960	1951	1960	nyu		monograph	eng	Rodale, J. I|1898-1971|(Jerome Irving)	Fiction			Old Russian stories / | $c: [selected by J.I. Rodale] ; illustrated by Philip Evergood.
uc1.32106009983377	007110988	26363557		Styron, William,	1925-2006	Durham|Duke University Press|1993.	1993	s	1993	    	1993	ncu		monograph	eng	Styron, William|Facsimiles|Manuscripts, American|1925-2006 |Manuscripts	Fiction|Bibliographies			Inheritance of night : | early drafts of Lie down in darkness / | $c: William Styron ; with a preface by the author and an introduction by James L.W. West III.
uc1.32106008365139	007117398	3175562		Hammett, Dashiell,	1894-1961.	New York|Lawrence E. Spivak|1943], c1927.	1943	c	1943	1927	1943	nyu		monograph	eng	Continental Op (Fictitious character)|Fiction	Fiction			$106,000 blood money / | $c: Dashiell Hammett.
uc1.32106005930703	007118283	7472132		Dickens, Charles,	1812-1870.	Canterbury|Faculty of Humanities, University of Kent at Canterbury|1980.	1980	r	1980	1870	1980	enk	v.3	monograph	eng		Fiction			The mystery of Edwin Drood / | $c: by Charles Dickens ; edited by Stephen Holland, Stephen Lutman and Michael Irwin.
uc1.32106005930588	007118283	7472132		Dickens, Charles,	1812-1870.	Canterbury|Faculty of Humanities, University of Kent at Canterbury|1980.	1980	r	1980	1870	1980	enk	v.6	monograph	eng		Fiction			The mystery of Edwin Drood / | $c: by Charles Dickens ; edited by Stephen Holland, Stephen Lutman and Michael Irwin.
uc1.32106014427980	007118947	339648		Hugo, Victor,	1802-1885.	New York|The Modern library|1931	1931	s	1931	    	1931	nyu		monograph	eng	Javert, Inspector (Fictitious character)|Historical fiction|Orphans|Ex-convicts|Translations into English|French fiction|Fiction|19th century	Fiction			Les misérables, | $c: by Victor Hugo; translated from the French by Charles E. Wilbour.
uc1.32106001935524	007122531	597658		Eliot, George,	1819-1880.	New York|Modern Library|1940	1940	s	1940	    	1940	nyu		monograph	eng	19th century|Fiction|Didactic fiction, English|Social life and customs	Fiction	England		The best-known novels of George Eliot ....
uc1.32106015188425	007122725	254571199		Twain, Mark,	1835-1910.	New York|Harper|1950.	1950	s	1950	    	1950	nyu		monograph	eng		Fiction			The mysterious stranger and other stories / | $n: by Mark Twain [pseud.].
uc1.32106002069463	007122746	272396		Hale, Edward Everett,	1822-1909.	New York|F. Watts|1960	1960	s	1960	    	1960	nyu		monograph	eng	Exiles|Stateless persons|Burr Conspiracy, 1805-1807|Fiction|Soldiers	Fiction			The first book edition of The man without a country. | $c: With an introd. by Van Wyck Brooks and illus. by Leonard Everett Fisher.
uc1.32106002107594	007122802	2369033		Fitzgerald, F. Scott (Francis Scott),	1896-1940.	New York|C. Scribner's Sons|c1948.	1948	s	1948	    	1948	nyu		monograph	eng	College students|Young men|Advertising|Children of the rich|Veterans|World War, 1914-1918|Fiction	Fiction			This side of paradise / | $c: by F. Scott Fitzgerald.
uc1.32106018669686	007123059	2493837		Smith, Thorne,	1892-1934	Garden City, N.Y.|Sun Dial Press|c1933	1933	s	1933	    	1933	nyu		monograph	eng		Fiction			The Thorne Smith 3-decker
uc1.32106014579707	007125635	269032		Chessman, Caryl,	1921-1960.	New York|Morrow|1961.	1961	s	1961	    	1961	nyu		monograph	eng	Chessman, Caryl|1921-1960	Fiction|ContainsBiogMaterial			Beyond a reasonable doubt? | The original trial of Caryl Chessman, | $c: by William M. Kunstler.
uc1.32106018600103	007130978	2518446		Austen, Jane,	1775-1817	New York|Harcourt, Brace & World|1962	1962	s	1962	    	1962	nyu		monograph	eng		Fiction			Northanger Abbey
uc1.31822011613544	007158379	3095585		Bunting, Ray		New York|Vantage Press|1963	1963	s	1963	    	1963	nyu		monograph	eng	Sharks|Fiction|Shark fishing	Fiction			The shark hunters / | $c: Ray Bunting
wu.89015458425	007289908	18773593	PQ1264.F7 1923			New York|Current Literature Co.|1923.	1923	s	1923	    	1923	nyu	19	monograph	eng	Translations into English|French fiction|English fiction	Fiction			The French immortals.
wu.89015458391	007289908	18773593	PQ1264.F7 1923			New York|Current Literature Co.|1923.	1923	s	1923	    	1923	nyu	7	monograph	eng	Translations into English|French fiction|English fiction	Fiction			The French immortals.
wu.89015458375	007289908	18773593	PQ1264.F7 1923			New York|Current Literature Co.|1923.	1923	s	1923	    	1923	nyu	5	monograph	eng	Translations into English|French fiction|English fiction	Fiction			The French immortals.
wu.89015458367	007289908	18773593	PQ1264.F7 1923			New York|Current Literature Co.|1923.	1923	s	1923	    	1923	nyu	12	monograph	eng	Translations into English|French fiction|English fiction	Fiction			The French immortals.
wu.89015458482	007289908	18773593	PQ1264.F7 1923			New York|Current Literature Co.|1923.	1923	s	1923	    	1923	nyu	10	monograph	eng	Translations into English|French fiction|English fiction	Fiction			The French immortals.
wu.89015458474	007289908	18773593	PQ1264.F7 1923			New York|Current Literature Co.|1923.	1923	s	1923	    	1923	nyu	3	monograph	eng	Translations into English|French fiction|English fiction	Fiction			The French immortals.
wu.89015458466	007289908	18773593	PQ1264.F7 1923			New York|Current Literature Co.|1923.	1923	s	1923	    	1923	nyu	20	monograph	eng	Translations into English|French fiction|English fiction	Fiction			The French immortals.
wu.89015458458	007289908	18773593	PQ1264.F7 1923			New York|Current Literature Co.|1923.	1923	s	1923	    	1923	nyu	16	monograph	eng	Translations into English|French fiction|English fiction	Fiction			The French immortals.
uc1.$b489758	007316778	5298831	PT7501.P6I3	Hallgrímur Pétursson,	1614-1674.	New York|Longmans, Green|1923.	1923	s	1923	    	1923	nyu		monograph	eng	Hymns, Icelandic|Jesus Christ|Passion	Fiction			Icelandic meditations on the passion; | being selections from the passion hymns of Hallgrim Petursson, | $c: translated from the Icelandic and arranged as a series of meditation for each day of the month by Charles Venn Pilcher.
uc1.b2839282	007322570	7966851		Burke, Lily.		New York|Comet Press|1959.	1959	s	1959	    	1959	nyu		monograph	eng		Fiction			Search for accord.
uc1.b2791299	007369278	7892502		Simms, William Gilmore,	1806-1870.	Charleston|Edward C. Councell|1850.	1964	r	1964	1850	1850	xx 		monograph	eng		Fiction			Flirtation at the Moultrie house: | in a series of letters from Miss Georgiana Appleby, to her friends in Georgia showing the doings at the Moultrie House, and the events which took place at the grand costume ball, on the 29th August, 1850; with other letters.
uc1.b2792151	007369893	18621261		Wier, Dennis R.		Berkeley|The Trident Press|1962.	1962	s	1962	    	1962	cau		monograph	eng		Fiction			The 20 mysteries of light-headed living, | or How to achieve happiness without dying / | $c: by Dennis R. Wier.
uc1.b2793743	007371057	22787689		Simms, William Gilmore,	1806-1870.	Philadelphia|Louis A. Godey|1844.	1975	r	1844	1975	1844	cau		monograph	eng		Fiction			The prima donna : | a passage from city life / by W. G. Simms.
umn.31951d029951942	007396254	4328781		Geist, J. Michael.		Portland, Or.|Dept. of Agriculture, Forest Service, Pacific Forest and Range Experiment Station|1978.	1978	s	1978	    	1978	oru		monograph	eng	Soils|Analysis|Oregon	Bibliographies|Fiction			Physical and chemical properties of some Blue Mountain soils in the northeastern Oregon / | $c: J. Michael Geist and Gerald S. Strickler.
umn.31951002837328q	007407269	3929403				Washington|Environmental Protection Agency|1978.	1978	s	1978	    	1978	dcu		monograph	eng	Automobiles|Fuel consumption|Tables|Motor vehicles	Fiction		2d., Feb. 1978.	1978 gas mileage guide.
umn.31951d02953009l	007415847	6027004		Clark, Ann Nolan,	1896-1995.	Lawrence, Kan.|Haskell Institute|1942.	1942	s	1942	    	1942	ksu		monograph	eng	Readers|Dakota language	Juvenile audience|Fiction			There still are buffalo / | $c: by Ann Clark ; illustrated by Andrew Standing Soldier; edited by Willard W. Beatty.
wu.89047922893	007455011	3055054	PE1119.M56	Mitchell, Lucy Sprague,	1878-1967.	Boston|D.C. Heath|c1944.	1944	s	1944	    	1944	mau		monograph	eng	Readers	Juvenile audience|Fiction			Farm and city / | $c: Lucy Sprague Mitchell and Margaret Wise Brown ; educational consultant, Blanche Kent Verbeck ; illustrator, Anne Fleur.
inu.30000007195542	007585454	7395823		Dickens, Charles,	1812-1870.	London|Oxford University Press|1926.	1926	s	1926	    	1926	enk		monograph	eng		Fiction			The adventures of Oliver Twist / | $c: by Charles Dickens ; with 24 illustrations by George Cruikshank.
inu.30000110376302	007587402	86074522	PR4972.M5O54 1888a	Mallock, W. H. (William Hurrell),	1849-1923.	Kila, Mont.|Kessinger Publishing|2006	2006	r	1888	2006	2006	mtu		monograph	eng		Novel			The old order changes / | $c: by W.H. Mallock.
pur1.32754068921612	007606958	39964519				Washington|U.S. G.P.O.|For sale by the U.S. G.P.O., Supt. of Docs., Congressional Sales Office|1998.	1998	s	1998	    	1998	dcu		monograph	eng	Federal aid to higher education|United States|Student aid|Student loans	Fiction			H.R. 6, the Higher Education Amendments of 1998, student financial aid, the foundation programs, Pell Grants and campus based aid : | hearing before the Subcommittee on Postsecondary Education, Training, and Life-long Learning of the Committee on Education and the Workforce, House of Representatives, One Hundred Fifth Congress, first session, hearing held in Washington, DC, June 5, 1997.
uc1.b4446764	007836656	215033563	PQ3989.H3D613 1989	Hazoumé, Paul		Washington, DC|Three Continents Press|c1989.	1989	s	1989	    	1989	dcu		monograph	eng	History | Fiction	Bibliographies|Fiction	Benin	1st English-language ed.	Doguicimi : | the first Dahomean novel (1937) / | $c: Paul Hazoumé ; translated from the French by Richard Bjornson.
uc1.b4446765	007836657	20098510	PQ3979.2.D56S6713 1990	Ding, Ya.		San Diego|Harcourt Brace Jovanovich|c1990.	1990	s	1990	    	1990	cau		monograph	eng		Fiction		1st ed.	The earth sings / | $c: Ya Ding ; translated by Jon Rothschild.
uc1.b3473046	007853566	214310722		Melville, Herman,	1819-1891.	London|G. P. Putnam's sons|c1892	1988	r	1988	1892	1892	cau		monograph	eng		Fiction			White-Jacket; | or, The world in a man-of-war, | $c: by Herman Melville.
uc1.b3486867	007854464	21852878		Trollope, Anthony,	1815-1882.	London|New York|J. Lane|1905.	1979	r	1979	1905	1905	cau		monograph	eng		Fiction			The Bertrams / | $c: by Anthony Trollope ; edited by Algar Thorold.
uc1.b3022910	007861381	213742062				Cairo.	1967	d	1uuu	1967	"<unparsed=""Cairo"">"	ua 	1906	serial	eng	Commerce | Periodicals	Statistics|Novel	Egypt		Annual bulletin of foreign trade.
uc1.b3022911	007861381	213742062				Cairo.	1967	d	1uuu	1967	"<unparsed=""Cairo"">"	ua 	1907	serial	eng	Commerce | Periodicals	Statistics|Novel	Egypt		Annual bulletin of foreign trade.
uc1.b3022912	007861381	213742062				Cairo.	1967	d	1uuu	1967	"<unparsed=""Cairo"">"	ua 	1908	serial	eng	Commerce | Periodicals	Statistics|Novel	Egypt		Annual bulletin of foreign trade.
uc1.b3022913	007861381	213742062				Cairo.	1967	d	1uuu	1967	"<unparsed=""Cairo"">"	ua 	1920	serial	eng	Commerce | Periodicals	Statistics|Novel	Egypt		Annual bulletin of foreign trade.
uc1.b3862335	007881057	1191126		Melville, Herman,	1819-1891.	New York|Dodd, Mead, and Company|1924.	1924	s	1924	    	1924	nyu		monograph	eng		Fiction			Omoo / | $c: Herman Melville ; illustrated by Mead Schaeffer.
uc1.b3110329	007908032	1826874	HF5386.C5	Chase, Ernest Lyndon,	1875-	New York|Loring & Mussey|c1935	1935	s	1935	    	1935	nyu		monograph	eng	Success|Conduct of life|Business	Fiction			Where will I be at fifty? | A study in man-power.
uc1.b3077001	007909175	1687321	TP986.A2L3	Larson, Gustav Edward,	1913-	Washington|U.S. Govt. Print. Off.|1949.	1949	s	1949	    	1949	wau		monograph	eng	Plastics|Patents	Fiction			Plastic products and processes; | $c: available patents [by] Gustav E. Larson, and T. P. Reynolds and M. L. Towner.
uc1.b3322230	007915182	43767380		Altsheler, Joseph A. (Joseph Alexander),	1862-1919.	New York|Appleton-Century|1939.	1939	s	1939	    	1939	nyu		monograph	eng		Fiction			The lost hunters : | a story of wild man and great beasts / | $c: by Joseph A. Altsheler.
uc1.b3331911	007919699	51566003		Johnston, Annie F. (Annie Fellows),	1863-1931.	Boston|L. C. Page|1937.	1937	s	1937	    	1937	mau		monograph	eng		Juvenile audience|Fiction			The little colonel in Arizona / | $c: by Annie Fellows Johnston ; illustrated by Etheldred B. Barry.
uc1.b3331944	007919723	51660709		Major, Charles,	1856-1913.	New York|The Macmillan Company|1945, c1936.	1936	t	1936	1945	1945	nyu		monograph	eng	Indiana|Frontier and pioneer life|Uncles|Fiction	Juvenile audience|Fiction			Uncle Tom Andy Bill : | a story of bears and Indian treasure / | $c: by Charles Major.
uc1.b3288286	007921620	3435590				New York|Random House|1930.	1930	s	1930	    	1930	nyu	v. 6	monograph	eng		Fiction		v.1. Aiken, C. Gehenna.--v. 2. Anderson, S. The American county fair--.v. 3. Benét, S.V. The litter of the rose leaves.--v. 4. Bromfield, L. Tabloid news.--v. 5. Dreiser, T. Fine furniture.--v. 6. Van Vechten, C. Feathers.	Prose quartos.
uc1.b3326068	007922845	7348095		Van Dyke, Henry,	1852-1933.	New York|C. Scribner's sons|1925.	1925	s	1925	    	1925	nyu		monograph	eng		Fiction			The first Christmas tree; | $c: by Henry Van Dyke.
uc1.b3326477	007922967	4332813		Munroe, Kirk,	1850-1930.	New York|Harper|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction			Snow-shoes and sledges : | a sequel to The fur-seal's tooth / | $c: by Kirk Munroe.
uc1.b3327318	007923171	3691594		Meeker, Ezra,	1830-1928.	New York|E. Meeker|c1926	1926	s	1926	    	1926	nyu		monograph	eng		Fiction	Oregon National Historic Trail		Kate Mulhall ; | a romance of the Oregon trail. | $c: Drawings by Margaret Landers Sanford, Rudolf A. Kausch and Oscar W. Lyons, map of the Oregon Trail, and photograhs.
uc1.b3332183	007924623	30131348		Foster, W. Bert (Walter Bertram),	1869-	Philadelphia|The Penn Publishing Company|1925.	1925	s	1925	    	1925	pau		monograph	eng		Juvenile audience|Fiction			In Alaskan waters, | $c: by W. Bert Foster ... illustrated by Winfield S. Lukens.
uc1.b3346136	007925885	1613196	PZ3.A1395Fl	Abell, Elizabeth.		New York|Macmillan Co.|1947.	1947	s	1947	    	1947	nyu		monograph	eng		Fiction			Flow to the leaf.
uc1.b3346155	007925893	1662373	PZ4.A648Cap	Appleby, John.		New York|W. Sloane Associates|1955.	1955	s	1955	    	1955	nyu		monograph	eng		Fiction			The captive city.
uc1.b3346163	007925899	2420527	PZ3.A8816In	Atlee, Philip,	1915-	New York|Dial|1940.	1940	s	1940	    	1940	nyu		monograph	eng		Fiction			The inheritors; | a novel, | $c: by Philip Atlee.
uc1.b3346173	007925906	1614213	PZ4.B274St2	Barrett, Michael,	1924-	New York|Norton|1959, c1958	1959	c	1959	1958	1959	nyu		monograph	eng		Fiction		First American edition	Stranger in Galah
uc1.b3346201	007925916	1710403	PZ3.B38073Do	Beaty, David.		New York|W. Morrow|1949.	1949	s	1949	    	1949	nyu		monograph	eng		Fiction			The Donnington legend.
uc1.b3346494	007926082	2200981	PZ3.C67754Sr	Coleman, Lonnie,	1920-1982.	Boston|Little, Brown|1958	1958	s	1958	    	1958	mau		monograph	eng		Fiction		[1st ed.]	The Southern lady, | a novel | $c: by Lonnie Coleman.
uc1.b3346550	007926100	1671749	PZ4.D37Em	De Mare, George.		New York|Putnam|1956	1956	s	1956	    	1956	nyu		monograph	eng		Fiction			The empire.
uc1.b3346616	007926125	2686869	PZ4	Lady. Cecil, Rachel (MacCarthy)		New York|Dodd, Mead|c1958	1958	s	1958	    	1958	nyu		monograph	eng		Fiction			Theresa's choice.
uc1.b3346624	007926133	1488623	PZ4.C27Tr	Chetham-Strode, Warren,	1899-	New York|McGraw-Hill|1958	1958	s	1958	    	1958	nyu		monograph	eng		Fiction			Translations from the Siamese. | $c: With illus. by Sheila Hawkins.
uc1.b3346780	007926154	996231	PZ4.F829Ban	Frankel, Ernest.		New York|Macmillan|1958.	1958	s	1958	    	1958	nyu		monograph	eng	Korean War, 1950-1953|Fiction	Fiction			Band of brothers.
uc1.b3346781	007926155	840344	PZ4.F852En	Frede, Richard.		New York|Random House|1958	1958	s	1958	    	1958	nyu		monograph	eng		Fiction			Entry E.
uc1.b3346782	007926156	4038189	PZ3.F88125Lo	Freitag, George H.		New York|Coward-McCann, inc.|1947	1947	s	1947	    	1947	nyu		monograph	eng		Fiction			The lost land, | a novel | $c: by George Freitag.
uc1.b3346793	007926164	1662583	PZ3.G35373Ch	Gibbs, Henry.		New York|Walker|1961, c1960	1960	t	1961	1960	1961	nyu		monograph	eng		Fiction			The Chinese hammer, | $c: by Simon Harvester [pseud.]
uc1.b3346866	007926202	1680694	PZ3.E1697Bo	Echard, Margaret.		Garden City, N.Y.|Doubleday|1956.	1956	s	1956	    	1956	nyu		monograph	eng		Fiction		[1st ed.]	Born in wedlock, | a novel.
uc1.b3346891	007926214	1433362	PZ3.F122Tw	Fadiman, Edwin.		Garden City, N. Y.|Doubleday|1958.	1958	s	1958	    	1958	nyu		monograph	eng		Fiction		[1st ed.]	"The 21"" Screen."
uc1.b3347058	007926292	1445056	PZ3.H9434Go	Hurst, Fannie,	1889-1968.	Garden City, N. Y.|Doubleday|1961.	1961	s	1961	    	1961	nyu		monograph	eng		Fiction		[1st ed.]	God must be sad.
uc1.b3347132	007926341	1729701	PZ2.L7156Pat	Litsey, Sarah.		New York|St. Martin's Press|1963, c1962	1963	c	1963	1962	1963	nyu		monograph	eng		Fiction			A path to the water.
uc1.b3347134	007926342	1376750	PZ4.L798Van	Lobsenz, Herbert.		New York|Harper|1961	1961	s	1961	    	1961	nyu		monograph	eng		Fiction		[1st ed.]	Vangel Griffin.
uc1.b3347171	007926366	292180	PZ3.L6388Ch	Lincoln, Victoria,	1904-1981.	Boston|Little, Brown|1962	1962	s	1962	    	1962	mau		monograph	eng	Dickens, Charles|1812-1870|Fiction	Fiction		[1st ed.]	Charles, | a novel.
uc1.b3294757	007928092	6905109	PS3523.A722D5 1941	Larsen, Geraldine Conrad.		Portsmouth, O.|Midwest Magic Service|c1941	1941	s	1941	    	1941	ohu		monograph	eng		Fiction			The diary of a magician's wife, | $c: by Geraldine Conrad Larsen; being one week a month taken from the diary of Mrs. Lotta Hocus, the fascinating young wife of that famous amateur magician, Al Hocus. With an introduction by Mrs. Harry Houdini. Illustrated by Tom S. Lawless.
uc1.b3114403	007936711	1829897	PZ7.B419Lo	Rideout, Henry Milner,	1877-1927.	New York|Duffield & company|1928.	1928	s	1928	    	1928	nyu		monograph	eng		Fiction			Lola the Bear; | a tale for men and boys, | $c: by Henry Milner Rideout, illustrations by Lynd Kendall Ward.
uc1.b3115610	007937213	1847882		Baker, George Edward,	1902-	Chicago|Ziff-Davis|1947	1951	s	1951	    	1947	ilu		monograph	eng	Paris|(Trojan hero)|Fiction	Fiction			Paris of Troy / | $c: by George Baker.
uc1.b3117127	007937408	4886576				New York|Funk & Wagnalls Co.|1948.	1948	s	1948	    	1948	nyu		monograph	eng	American literature|19th century	Fiction			One hundred years ago : | American writing of 1848 / | $c: edited by James Playsted Wood.
uc1.b3117180	007937426	8978147	PZ7.L53416Si	Leighton, Margaret Carver.		New York|Junior Literary Guild|Boston|Houghton Mifflin|c1945.	1945	s	1945	    	1945	nyu		monograph	eng		Juvenile audience|Fiction			The singing cave / | $c: Margaret Leighton ; illustrations by Manning de V. Lee.
uc1.b3117460	007937526	5194877	PZ7.R348Mi	Rhys, Mimpsy.		New York|The Macmillan Co.|1929.	1929	s	1929	    	1929	nyu		monograph	eng		Juvenile audience|Fiction			Mr. Hermit Crab, | a tale for children by a child, | $c: by Mimsy Rhys; introduced by Mary Elizabeth Barnicle, illustrated by Helen Sewell.
uc1.b3113886	007938494	30756439	PZ3.C7719Bo	Cook, Fannie,	1893-1949.	New York|Dodd, Mead & company|1941.	1941	s	1941	    	1941	nyu		monograph	eng		Fiction			Boot-heel doctor, | a novel | $c: by Fannie Cook ...
uc1.b3113964	007938536	1237220	PZ3.M1931Gi	Mackay, Margaret Mackprang,	1907-	New York|J. Day Co.|1949	1949	s	1949	    	1949	nyu		monograph	eng		Fiction			Give him my love : | a novel / | $c: by Margaret Mackay.
uc1.$b808959	007938995	12364883	PZ3.W58952In	Whitham, John W.		Seattle|Film Row Press|c1932.	1932	s	1932	    	1932	wau		monograph	eng		Fiction		1st ed.	Interworld : | a novel / | $c: by John W. Whitham.
uc1.$b809276	007939043	7533328	PZ3.S5282Ri	Shanks, Edward,	1892-1953.	New York|A.A. Knopf|1924.	1924	s	1924	    	1924	nyu		monograph	eng		Fiction			The richest man | $c: [by] Edward Shanks.
uc1.$b805570	007939273	9162022	PZ4.S982Ve	Sydnor, W. Leon.		New York|Exposition Press|1956	1956	s	1956	    	1956	nyu		monograph	eng		Fiction		[1st ed.]	Veronica, | a novel.
uc1.$b805682	007939296	1749541	PZ4.A4264Fo	Allen, Gina,	1918-	Philadelphia|Chilton Co., Book Division|1961	1961	s	1961	    	1961	pau		monograph	eng		Fiction		[1st ed.]	The forbidden man; | a novel.
uc1.$b802894	007939516	1803929	PZ3.R92Wi	Russell, William Richard,	1915-	New York|Scribner|1950.	1950	s	1950	    	1950	nyu		monograph	eng		Fiction			A wind is rising.
uc1.$b803134	007939533	4784093		Cunningham, George,	1927-	New York|Exposition Press|1960.	1960	s	1960	    	1960	nyu		monograph	eng		Fiction		First edition.	Lily-skin lover : | his passion for light-complexioned women leads him to destruction / | $c: by George Cunningham, Jr.
uc1.$b803136	007939534	5973278	PZ4.C955Fr	Crump, George Peter.		New York|Vantage Press|1954	1954	s	1954	    	1954	nyu		monograph	eng		Fiction			From bondage they came.
uc1.$b404103	007939534	5973278	PZ4.C955Fr	Crump, George Peter.		New York|Vantage Press|1954	1954	s	1954	    	1954	nyu		monograph	eng		Fiction			From bondage they came.
uc1.$b803196	007939543	6905872		Cook, Douglas,	1927-	New York|Comet Press|c1959.	1959	s	1959	    	1959	nyu		monograph	eng		Fiction			Choker's son / | $c: by Douglas Cook.
uc1.$b803229	007939551	6986662	PZ4.H328 Oi	Hart, Frank W. (Frank William),	b. 1881.	New York|Vantage Press|1956	1956	s	1956	    	1956	nyu		monograph	eng		Fiction		[1st ed.]	Oil for the light of the world.
uc1.$b803254	007939560	10834916		Hough, Florenz H.		Philadelphia|Dorrance|1953	1953	s	1953	    	1953	pau		monograph	eng		Fiction			Black paradise, | a novel.
uc1.$b799232	007939709	2035673		Harris, Leon F.		New York|R. Speller|1937.	1937	s	1937	    	1937	nyu		monograph	eng		Fiction		1st ed.	Look away, Dixieland / | $c: by Leon F. Harris and Frank L. Beals.
uc1.$b800153	007939795	6167732	PZ4.T4597Yaq	Thomas, Sewell,	1884-	Denver|Sage Books|1963	1963	s	1963	    	1963	cou		monograph	eng		Fiction			Yaquí gold, | a novel. | $c: With illus. by Frederick M. Hill.
uc1.$b800843	007939899	3916678	PZ3B7713Ou	Brinig, Myron,	1897-1991.	New York|Farrar & Rinehart, inc.|c1934	1934	s	1934	    	1934	nyu		monograph	eng		Fiction			Out of life, | $c: by Myron Brinig; illustrated by Richard Floethe.
uc1.$b796044	007940419	1817116	ML3925.E94W76	Ewen, David,	1907-1985.	New York|Sears publishing company, inc.|c1933	1933	s	1933	    	1933	nyu		monograph	eng	1825-1899|Biography|Musicians|1804-1849|Strauss, Johann	Fiction			Wine, women & waltz : | a romantic biography of Johann Strauss, son and father / | $c: by David Ewen.
uc1.$b787157	007940988	4317496	PZ3.M452Pe	Maxwell, W. B. (William Babington),	1866-1938.	New York|Dodd, Mead|1934.	1934	s	1934	    	1934	nyu		monograph	eng		Fiction			The people of a house, | $c: by W. B. Maxwell.
inu.39000000637426	007978498	11093469		Perrault, Charles,	1628-1703.	Alhambra, Calif.|C.F. Braun|1963	1963	r	1963	1800	1963	cau		monograph	eng		Biography|Juvenile audience|Fiction			Cinderella, or, The history of the little glass slipper.
inu.39000000071188	007978527	9639340				Tokyo|Holp Shuppan ; [London|Bodley Head|1981.	1981	r	1981	1845	1981	ja 		monograph	eng		Juvenile audience|Fiction			The Traditional far͡y tales of Little Red Riding Hood, Beauty and the beast & Jack and the bean stalk / | $c: illustrated by eminent artists, & edited by Felix Summerly.
uc1.$b249564	008009345	21726425	PZ3.B643Le	Bonner, Geraldine,	1870-1930.	Indianapolis|Bobbs-Merrill|c1926.	1926	s	1926	    	1926	inu		monograph	eng		Fiction			The leading lady / | $c: by Geraldine Bonner.
uc1.$b300933	008009897	3615508	PZ7.H812Lo	Hough, Clara Sharpe,	b. 1893.	Boston [MA|Lothrop, Lee & Shepard Co.|c1928.	1928	s	1928	    	1928	cau		monograph	eng	Fiction	Fiction	Los Angeles (Calif.)		The lone star of Carbajal : | the story of a California girl in the historic 50's / | $c: by C. Sharpe ; illustrated by Harold Cue.
uc1.b3151748	008014996	1710354	PZ3.B4384Mu	Hannah, Dorothy.		Garden City, N.Y.|Published for the Crime Club, Inc., by Doubleday, Doran & Company, Inc.|1935.	1935	s	1935	    	1935	nyu		monograph	eng	Fiction	Mystery and detective fiction|San Francisco Bay Area|California|Fiction	San Francisco Bay Area (Calif.)	1st ed.	Murder unleashed / | $c: by Dorothy Bennett.
uc1.b3152501	008015152	944371		Cabell, James Branch,	1879-1958.	New York|Robert M. McBride & Company|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction		Rev. ed.	The eagle's shadow : | a comedy of purse-strings / | $c: by James Branch Cabell ; with an introduction by Edwin Björkman.
